
Execution at 2020-03-10 19:12:50.523537
---------------------------------------
read_csv                       | 7.712e-04 s | Records: 3
show_rentals                   | 9.065e-03 s | Records: 1
show_rentals                   | 7.919e-03 s | Records: 0
show_rentals                   | 9.889e-03 s | Records: 0
show_rentals                   | 1.108e-02 s | Records: 0
show_rentals                   | 1.501e-02 s | Records: 1
show_rentals                   | 8.959e-03 s | Records: 0
show_rentals                   | 9.884e-03 s | Records: 0
show_rentals                   | 1.099e-02 s | Records: 0
show_rentals                   | 1.033e-02 s | Records: 1
show_rentals                   | 1.057e-02 s | Records: 0
show_rentals                   | 1.815e-02 s | Records: 2
show_rentals                   | 1.099e-02 s | Records: 0
show_rentals                   | 1.057e-02 s | Records: 0
show_rentals                   | 7.216e-03 s | Records: 0
show_rentals                   | 8.458e-03 s | Records: 1
show_rentals                   | 6.829e-03 s | Records: 0
show_rentals                   | 8.826e-03 s | Records: 0
show_rentals                   | 7.309e-03 s | Records: 0
show_rentals                   | 8.149e-03 s | Records: 0
show_rentals                   | 7.016e-03 s | Records: 0
show_rentals                   | 8.365e-03 s | Records: 0
show_rentals                   | 6.437e-03 s | Records: 0
show_rentals                   | 6.593e-03 s | Records: 0
show_rentals                   | 5.760e-03 s | Records: 0
show_rentals                   | 6.344e-03 s | Records: 0
show_rentals                   | 5.177e-03 s | Records: 0
show_rentals                   | 7.512e-03 s | Records: 1
show_rentals                   | 4.945e-03 s | Records: 0
show_rentals                   | 1.570e-02 s | Records: 0
show_rentals                   | 1.582e-02 s | Records: 0
show_rentals                   | 6.269e-03 s | Records: 1
show_rentals                   | 1.773e-02 s | Records: 0
show_rentals                   | 5.966e-03 s | Records: 0
show_rentals                   | 1.736e-02 s | Records: 0
show_rentals                   | 1.781e-02 s | Records: 0
show_rentals                   | 1.853e-02 s | Records: 0
show_rentals                   | 9.755e-03 s | Records: 1
show_rentals                   | 1.479e-02 s | Records: 1
show_rentals                   | 8.789e-03 s | Records: 0
show_rentals                   | 1.986e-02 s | Records: 0
show_rentals                   | 9.456e-03 s | Records: 0
show_rentals                   | 8.828e-03 s | Records: 0
show_rentals                   | 8.953e-03 s | Records: 0
show_rentals                   | 9.153e-03 s | Records: 0
show_rentals                   | 8.254e-03 s | Records: 0
show_rentals                   | 1.780e-02 s | Records: 0
show_rentals                   | 1.034e-02 s | Records: 1
show_rentals                   | 8.022e-03 s | Records: 0
show_rentals                   | 1.080e-02 s | Records: 1
show_rentals                   | 1.699e-02 s | Records: 0
show_rentals                   | 7.917e-03 s | Records: 0
show_rentals                   | 1.999e-02 s | Records: 1
show_rentals                   | 1.881e-02 s | Records: 0
show_rentals                   | 2.382e-02 s | Records: 1
show_rentals                   | 2.143e-02 s | Records: 0
show_rentals                   | 1.075e-02 s | Records: 0
show_rentals                   | 1.055e-02 s | Records: 0
show_rentals                   | 1.059e-02 s | Records: 0
show_rentals                   | 1.053e-02 s | Records: 0
show_rentals                   | 1.056e-02 s | Records: 0
show_rentals                   | 1.059e-02 s | Records: 0
show_rentals                   | 9.844e-03 s | Records: 0
show_rentals                   | 2.228e-02 s | Records: 0
show_rentals                   | 1.047e-02 s | Records: 0
show_rentals                   | 2.317e-02 s | Records: 1
show_rentals                   | 1.262e-02 s | Records: 1
show_rentals                   | 2.056e-02 s | Records: 0
show_rentals                   | 1.242e-02 s | Records: 0
show_rentals                   | 1.078e-02 s | Records: 0
show_rentals                   | 1.540e-02 s | Records: 1
show_rentals                   | 1.844e-02 s | Records: 1
show_rentals                   | 1.914e-02 s | Records: 0
show_rentals                   | 1.905e-02 s | Records: 1
show_rentals                   | 1.214e-02 s | Records: 0
show_rentals                   | 8.291e-03 s | Records: 0
show_rentals                   | 1.598e-02 s | Records: 0
show_rentals                   | 6.268e-03 s | Records: 0
show_rentals                   | 1.800e-02 s | Records: 0
show_rentals                   | 6.862e-03 s | Records: 0
show_rentals                   | 5.926e-03 s | Records: 0
show_rentals                   | 6.704e-03 s | Records: 0
show_rentals                   | 1.183e-02 s | Records: 2
show_rentals                   | 1.769e-02 s | Records: 0
show_rentals                   | 6.875e-03 s | Records: 0
show_rentals                   | 5.814e-03 s | Records: 0
show_rentals                   | 6.259e-03 s | Records: 0
show_rentals                   | 7.604e-03 s | Records: 1
show_rentals                   | 5.706e-03 s | Records: 0
show_rentals                   | 6.397e-03 s | Records: 0
show_rentals                   | 5.771e-03 s | Records: 0
show_rentals                   | 6.475e-03 s | Records: 0
show_rentals                   | 8.383e-03 s | Records: 0
show_rentals                   | 6.609e-03 s | Records: 0
show_rentals                   | 6.758e-03 s | Records: 0
show_rentals                   | 7.707e-03 s | Records: 1
show_rentals                   | 6.116e-03 s | Records: 0
show_rentals                   | 6.485e-03 s | Records: 0
show_rentals                   | 6.782e-03 s | Records: 0
show_rentals                   | 7.368e-03 s | Records: 0
show_rentals                   | 6.479e-03 s | Records: 0
show_rentals                   | 6.730e-03 s | Records: 0
show_rentals                   | 6.252e-03 s | Records: 0
show_rentals                   | 9.647e-03 s | Records: 1
show_rentals                   | 1.124e-02 s | Records: 2
show_rentals                   | 5.316e-03 s | Records: 0
show_rentals                   | 6.538e-03 s | Records: 0
show_rentals                   | 1.698e-02 s | Records: 0
show_rentals                   | 6.860e-03 s | Records: 0
show_rentals                   | 9.535e-03 s | Records: 2
show_rentals                   | 6.159e-03 s | Records: 0
show_rentals                   | 5.674e-03 s | Records: 0
show_rentals                   | 5.284e-03 s | Records: 0
show_rentals                   | 6.214e-03 s | Records: 0
show_rentals                   | 2.660e-02 s | Records: 0
show_rentals                   | 4.748e-03 s | Records: 0
show_rentals                   | 6.246e-03 s | Records: 1
show_rentals                   | 5.939e-03 s | Records: 0
show_rentals                   | 4.903e-03 s | Records: 0
show_rentals                   | 1.618e-02 s | Records: 1
show_rentals                   | 6.919e-03 s | Records: 1
show_rentals                   | 6.232e-03 s | Records: 1
show_rentals                   | 1.623e-02 s | Records: 0
show_rentals                   | 6.640e-03 s | Records: 0
show_rentals                   | 6.845e-03 s | Records: 0
show_rentals                   | 6.869e-03 s | Records: 0
show_rentals                   | 8.176e-03 s | Records: 0
show_rentals                   | 8.828e-03 s | Records: 1
show_rentals                   | 2.572e-02 s | Records: 0
show_rentals                   | 5.280e-03 s | Records: 0
show_rentals                   | 6.024e-03 s | Records: 0
show_rentals                   | 1.694e-02 s | Records: 0
show_rentals                   | 1.712e-02 s | Records: 0
show_rentals                   | 1.043e-02 s | Records: 0
show_rentals                   | 6.823e-03 s | Records: 0
show_rentals                   | 5.748e-03 s | Records: 0
show_rentals                   | 6.117e-03 s | Records: 0
show_rentals                   | 5.915e-03 s | Records: 0
show_rentals                   | 6.833e-03 s | Records: 0
show_rentals                   | 5.482e-03 s | Records: 0
show_rentals                   | 1.575e-02 s | Records: 0
show_rentals                   | 5.273e-03 s | Records: 0
show_rentals                   | 5.995e-03 s | Records: 1
show_rentals                   | 1.650e-02 s | Records: 0
show_rentals                   | 5.908e-03 s | Records: 0
show_rentals                   | 5.132e-03 s | Records: 0
show_rentals                   | 5.329e-03 s | Records: 0
show_rentals                   | 6.498e-03 s | Records: 1
show_rentals                   | 1.554e-02 s | Records: 0
show_rentals                   | 5.263e-03 s | Records: 0
show_rentals                   | 4.817e-03 s | Records: 0
show_rentals                   | 1.611e-02 s | Records: 0
show_rentals                   | 1.545e-02 s | Records: 0
show_rentals                   | 1.912e-02 s | Records: 1
show_rentals                   | 1.827e-02 s | Records: 0
show_rentals                   | 9.114e-03 s | Records: 1
show_rentals                   | 9.667e-03 s | Records: 0
show_rentals                   | 1.007e-02 s | Records: 1
show_rentals                   | 8.263e-03 s | Records: 0
show_rentals                   | 9.028e-03 s | Records: 0
show_rentals                   | 8.272e-03 s | Records: 0
show_rentals                   | 2.221e-02 s | Records: 2
show_rentals                   | 9.578e-03 s | Records: 0
show_rentals                   | 9.727e-03 s | Records: 0
show_rentals                   | 8.882e-03 s | Records: 0
show_rentals                   | 8.370e-03 s | Records: 0
show_rentals                   | 1.109e-02 s | Records: 1
show_rentals                   | 8.409e-03 s | Records: 0
show_rentals                   | 8.042e-03 s | Records: 0
show_rentals                   | 8.241e-03 s | Records: 0
show_rentals                   | 1.114e-02 s | Records: 2
show_rentals                   | 9.547e-03 s | Records: 0
show_rentals                   | 1.292e-02 s | Records: 1
show_rentals                   | 1.931e-02 s | Records: 0
show_rentals                   | 9.419e-03 s | Records: 0
show_rentals                   | 1.946e-02 s | Records: 0
show_rentals                   | 1.109e-02 s | Records: 1
show_rentals                   | 1.807e-02 s | Records: 0
show_rentals                   | 1.825e-02 s | Records: 1
show_rentals                   | 1.615e-02 s | Records: 0
show_rentals                   | 1.604e-02 s | Records: 0
show_rentals                   | 1.713e-02 s | Records: 0
show_rentals                   | 7.517e-03 s | Records: 0
show_rentals                   | 1.763e-02 s | Records: 0
show_rentals                   | 1.233e-02 s | Records: 0
show_rentals                   | 8.322e-03 s | Records: 0
show_rentals                   | 8.224e-03 s | Records: 0
show_rentals                   | 2.042e-02 s | Records: 1
show_rentals                   | 7.355e-03 s | Records: 0
show_rentals                   | 7.884e-03 s | Records: 0
show_rentals                   | 7.173e-03 s | Records: 0
show_rentals                   | 8.316e-03 s | Records: 0
show_rentals                   | 7.697e-03 s | Records: 0
show_rentals                   | 1.841e-02 s | Records: 0
show_rentals                   | 7.360e-03 s | Records: 0
show_rentals                   | 7.200e-03 s | Records: 0
show_rentals                   | 6.736e-03 s | Records: 0
show_rentals                   | 7.084e-03 s | Records: 0
show_rentals                   | 2.111e-02 s | Records: 2
show_rentals                   | 1.749e-02 s | Records: 0
show_rentals                   | 7.111e-03 s | Records: 0
show_rentals                   | 1.765e-02 s | Records: 0
show_rentals                   | 1.807e-02 s | Records: 0
show_rentals                   | 7.720e-03 s | Records: 0
show_rentals                   | 1.138e-02 s | Records: 1
show_rentals                   | 9.385e-03 s | Records: 0
show_rentals                   | 1.363e-02 s | Records: 1
show_rentals                   | 8.911e-03 s | Records: 0
show_rentals                   | 9.110e-03 s | Records: 0
show_rentals                   | 7.785e-03 s | Records: 0
show_rentals                   | 1.135e-02 s | Records: 2
show_rentals                   | 1.905e-02 s | Records: 0
show_rentals                   | 1.316e-02 s | Records: 2
show_rentals                   | 9.723e-03 s | Records: 0
show_rentals                   | 9.956e-03 s | Records: 0
show_rentals                   | 8.469e-03 s | Records: 0
show_rentals                   | 1.003e-02 s | Records: 1
show_rentals                   | 7.892e-03 s | Records: 0
show_rentals                   | 8.942e-03 s | Records: 0
show_rentals                   | 8.250e-03 s | Records: 0
show_rentals                   | 1.862e-02 s | Records: 0
show_rentals                   | 1.788e-02 s | Records: 0
show_rentals                   | 1.793e-02 s | Records: 0
show_rentals                   | 7.545e-03 s | Records: 0
show_rentals                   | 1.803e-02 s | Records: 0
show_rentals                   | 1.844e-02 s | Records: 0
show_rentals                   | 1.315e-02 s | Records: 1
show_rentals                   | 8.290e-03 s | Records: 0
show_rentals                   | 3.224e-02 s | Records: 1
show_rentals                   | 8.518e-03 s | Records: 0
show_rentals                   | 8.455e-03 s | Records: 0
show_rentals                   | 1.169e-02 s | Records: 1
show_rentals                   | 8.881e-03 s | Records: 0
show_rentals                   | 7.885e-03 s | Records: 0
show_rentals                   | 8.108e-03 s | Records: 0
show_rentals                   | 8.087e-03 s | Records: 0
show_rentals                   | 1.108e-02 s | Records: 0
show_rentals                   | 7.533e-03 s | Records: 0
show_rentals                   | 7.670e-03 s | Records: 0
show_rentals                   | 8.871e-03 s | Records: 0
show_rentals                   | 1.198e-02 s | Records: 1
show_rentals                   | 1.026e-02 s | Records: 0
show_rentals                   | 8.918e-03 s | Records: 0
show_rentals                   | 9.651e-03 s | Records: 0
show_rentals                   | 7.148e-03 s | Records: 0
show_rentals                   | 5.998e-03 s | Records: 0
show_rentals                   | 1.731e-02 s | Records: 1
show_rentals                   | 1.603e-02 s | Records: 0
show_rentals                   | 6.621e-03 s | Records: 1
show_rentals                   | 5.146e-03 s | Records: 0
show_rentals                   | 7.368e-03 s | Records: 0
show_rentals                   | 1.717e-02 s | Records: 0
show_rentals                   | 8.042e-03 s | Records: 1
show_rentals                   | 5.598e-03 s | Records: 0
show_rentals                   | 1.639e-02 s | Records: 0
show_rentals                   | 8.149e-03 s | Records: 0
show_rentals                   | 1.680e-02 s | Records: 0
show_rentals                   | 7.371e-03 s | Records: 0
show_rentals                   | 1.921e-02 s | Records: 1
show_rentals                   | 1.766e-02 s | Records: 0
show_rentals                   | 1.400e-02 s | Records: 2
show_rentals                   | 2.082e-02 s | Records: 0
show_rentals                   | 9.198e-03 s | Records: 0
show_rentals                   | 2.376e-02 s | Records: 1
show_rentals                   | 1.780e-02 s | Records: 0
show_rentals                   | 6.273e-03 s | Records: 0
show_rentals                   | 1.757e-02 s | Records: 0
show_rentals                   | 1.734e-02 s | Records: 0
show_rentals                   | 1.711e-02 s | Records: 0
show_rentals                   | 5.520e-03 s | Records: 0
show_rentals                   | 5.274e-03 s | Records: 0
show_rentals                   | 5.151e-03 s | Records: 0
show_rentals                   | 5.307e-03 s | Records: 0
show_rentals                   | 1.619e-02 s | Records: 0
show_rentals                   | 6.343e-03 s | Records: 0
show_rentals                   | 6.146e-03 s | Records: 0
show_rentals                   | 9.050e-03 s | Records: 0
show_rentals                   | 7.337e-03 s | Records: 0
show_rentals                   | 1.668e-02 s | Records: 0
show_rentals                   | 7.273e-03 s | Records: 0
show_rentals                   | 6.351e-03 s | Records: 0
show_rentals                   | 6.191e-03 s | Records: 0
show_rentals                   | 5.793e-03 s | Records: 0
show_rentals                   | 7.855e-03 s | Records: 1
show_rentals                   | 6.183e-03 s | Records: 0
show_rentals                   | 6.914e-03 s | Records: 1
show_rentals                   | 7.018e-03 s | Records: 0
show_rentals                   | 6.229e-03 s | Records: 0
show_rentals                   | 9.196e-03 s | Records: 1
show_rentals                   | 7.057e-03 s | Records: 0
show_rentals                   | 7.125e-03 s | Records: 0
show_rentals                   | 5.715e-03 s | Records: 0
show_rentals                   | 6.395e-03 s | Records: 0
show_rentals                   | 5.584e-03 s | Records: 0
show_rentals                   | 6.233e-03 s | Records: 0
show_rentals                   | 5.428e-03 s | Records: 0
show_rentals                   | 5.206e-03 s | Records: 0
show_rentals                   | 6.359e-03 s | Records: 0
show_rentals                   | 5.453e-03 s | Records: 0
show_rentals                   | 5.154e-03 s | Records: 0
show_rentals                   | 5.651e-03 s | Records: 0
show_rentals                   | 5.816e-03 s | Records: 0
show_rentals                   | 1.705e-02 s | Records: 1
show_rentals                   | 2.002e-02 s | Records: 2
show_rentals                   | 6.721e-03 s | Records: 0
show_rentals                   | 1.534e-02 s | Records: 0
show_rentals                   | 1.766e-02 s | Records: 1
show_rentals                   | 1.529e-02 s | Records: 0
show_rentals                   | 5.437e-03 s | Records: 0
show_rentals                   | 4.966e-03 s | Records: 0
show_rentals                   | 5.189e-03 s | Records: 0
show_rentals                   | 1.527e-02 s | Records: 0
show_rentals                   | 6.358e-03 s | Records: 0
show_rentals                   | 1.590e-02 s | Records: 0
show_rentals                   | 5.699e-03 s | Records: 0
show_rentals                   | 5.915e-03 s | Records: 0
show_rentals                   | 6.786e-03 s | Records: 0
show_rentals                   | 6.791e-03 s | Records: 0
show_rentals                   | 1.539e-02 s | Records: 0
show_rentals                   | 1.950e-02 s | Records: 1
show_rentals                   | 7.535e-03 s | Records: 1
show_rentals                   | 1.771e-02 s | Records: 0
show_rentals                   | 7.691e-03 s | Records: 0
show_rentals                   | 7.410e-03 s | Records: 0
show_rentals                   | 8.948e-03 s | Records: 1
show_rentals                   | 1.667e-02 s | Records: 0
show_rentals                   | 7.817e-03 s | Records: 0
show_rentals                   | 7.954e-03 s | Records: 0
show_rentals                   | 1.216e-02 s | Records: 1
show_rentals                   | 8.952e-03 s | Records: 0
show_rentals                   | 8.230e-03 s | Records: 0
show_rentals                   | 1.860e-02 s | Records: 0
show_rentals                   | 9.505e-03 s | Records: 1
show_rentals                   | 9.143e-03 s | Records: 1
show_rentals                   | 7.592e-03 s | Records: 0
show_rentals                   | 7.352e-03 s | Records: 0
show_rentals                   | 1.906e-02 s | Records: 0
show_rentals                   | 7.882e-03 s | Records: 0
show_rentals                   | 1.828e-02 s | Records: 0
show_rentals                   | 1.305e-02 s | Records: 1
show_rentals                   | 8.838e-03 s | Records: 1
show_rentals                   | 9.971e-03 s | Records: 1
show_rentals                   | 8.100e-03 s | Records: 0
show_rentals                   | 1.742e-02 s | Records: 0
show_rentals                   | 7.375e-03 s | Records: 0
show_rentals                   | 6.447e-03 s | Records: 0
show_rentals                   | 6.566e-03 s | Records: 0
show_rentals                   | 6.224e-03 s | Records: 0
show_rentals                   | 6.593e-03 s | Records: 0
show_rentals                   | 1.754e-02 s | Records: 0
show_rentals                   | 2.069e-02 s | Records: 1
show_rentals                   | 1.854e-02 s | Records: 0
show_rentals                   | 9.877e-03 s | Records: 0
show_rentals                   | 9.284e-03 s | Records: 0
show_rentals                   | 1.302e-02 s | Records: 1
show_rentals                   | 2.046e-02 s | Records: 0
show_rentals                   | 1.500e-02 s | Records: 0
show_rentals                   | 2.453e-02 s | Records: 0
show_rentals                   | 1.321e-02 s | Records: 0
show_rentals                   | 1.650e-02 s | Records: 0
show_rentals                   | 1.460e-02 s | Records: 0
show_rentals                   | 1.493e-02 s | Records: 0
show_rentals                   | 1.477e-02 s | Records: 0
show_rentals                   | 1.366e-02 s | Records: 0
show_rentals                   | 1.274e-02 s | Records: 0
show_rentals                   | 1.372e-02 s | Records: 0
show_rentals                   | 1.638e-02 s | Records: 1
show_rentals                   | 2.395e-02 s | Records: 0
show_rentals                   | 1.289e-02 s | Records: 0
show_rentals                   | 1.258e-02 s | Records: 0
show_rentals                   | 1.349e-02 s | Records: 0
show_rentals                   | 2.345e-02 s | Records: 0
show_rentals                   | 1.250e-02 s | Records: 0
show_rentals                   | 1.246e-02 s | Records: 0
show_rentals                   | 2.801e-02 s | Records: 1
show_rentals                   | 1.320e-02 s | Records: 0
show_rentals                   | 1.310e-02 s | Records: 0
show_rentals                   | 1.334e-02 s | Records: 0
show_rentals                   | 1.318e-02 s | Records: 0
show_rentals                   | 1.667e-02 s | Records: 1
show_rentals                   | 2.266e-02 s | Records: 0
show_rentals                   | 3.398e-02 s | Records: 0
show_rentals                   | 2.575e-02 s | Records: 1
show_rentals                   | 2.340e-02 s | Records: 0
show_rentals                   | 1.398e-02 s | Records: 0
show_rentals                   | 2.765e-02 s | Records: 1
show_rentals                   | 1.374e-02 s | Records: 0
show_rentals                   | 1.281e-02 s | Records: 0
show_rentals                   | 1.297e-02 s | Records: 0
show_rentals                   | 1.473e-02 s | Records: 0
show_rentals                   | 2.350e-02 s | Records: 0
show_rentals                   | 1.334e-02 s | Records: 0
show_rentals                   | 1.303e-02 s | Records: 0
show_rentals                   | 3.020e-02 s | Records: 2
show_rentals                   | 2.269e-02 s | Records: 0
show_rentals                   | 1.309e-02 s | Records: 0
show_rentals                   | 1.167e-02 s | Records: 0
show_rentals                   | 1.246e-02 s | Records: 0
show_rentals                   | 2.476e-02 s | Records: 1
show_rentals                   | 2.177e-02 s | Records: 0
show_rentals                   | 1.418e-02 s | Records: 1
show_rentals                   | 2.222e-02 s | Records: 0
show_rentals                   | 1.365e-02 s | Records: 0
show_rentals                   | 1.468e-02 s | Records: 0
show_rentals                   | 2.342e-02 s | Records: 0
show_rentals                   | 2.330e-02 s | Records: 0
show_rentals                   | 2.315e-02 s | Records: 0
show_rentals                   | 1.269e-02 s | Records: 0
show_rentals                   | 1.163e-02 s | Records: 0
show_rentals                   | 1.587e-02 s | Records: 1
show_rentals                   | 1.689e-02 s | Records: 1
show_rentals                   | 2.345e-02 s | Records: 0
show_rentals                   | 1.327e-02 s | Records: 0
show_rentals                   | 1.871e-02 s | Records: 1
show_rentals                   | 1.291e-02 s | Records: 0
show_rentals                   | 1.212e-02 s | Records: 0
show_rentals                   | 2.196e-02 s | Records: 1
show_rentals                   | 8.674e-03 s | Records: 1
show_rentals                   | 1.634e-02 s | Records: 0
show_rentals                   | 5.152e-03 s | Records: 0
show_rentals                   | 5.759e-03 s | Records: 0
show_rentals                   | 6.878e-03 s | Records: 2
show_rentals                   | 5.007e-03 s | Records: 0
show_rentals                   | 5.177e-03 s | Records: 0
show_rentals                   | 5.092e-03 s | Records: 0
show_rentals                   | 5.131e-03 s | Records: 0
show_rentals                   | 1.619e-02 s | Records: 0
show_rentals                   | 2.627e-02 s | Records: 1
show_rentals                   | 5.173e-03 s | Records: 0
show_rentals                   | 4.914e-03 s | Records: 0
show_rentals                   | 5.880e-03 s | Records: 0
show_rentals                   | 1.679e-02 s | Records: 1
show_rentals                   | 4.971e-03 s | Records: 0
show_rentals                   | 5.114e-03 s | Records: 0
show_rentals                   | 5.601e-03 s | Records: 0
show_rentals                   | 5.946e-03 s | Records: 1
show_rentals                   | 4.945e-03 s | Records: 0
show_rentals                   | 5.653e-03 s | Records: 0
show_rentals                   | 1.674e-02 s | Records: 1
show_rentals                   | 1.654e-02 s | Records: 0
show_rentals                   | 1.708e-02 s | Records: 0
show_rentals                   | 7.613e-03 s | Records: 0
show_rentals                   | 1.886e-02 s | Records: 0
show_rentals                   | 1.663e-02 s | Records: 0
show_rentals                   | 1.751e-02 s | Records: 0
show_rentals                   | 1.235e-02 s | Records: 0
show_rentals                   | 2.205e-02 s | Records: 0
show_rentals                   | 2.381e-02 s | Records: 0
show_rentals                   | 2.548e-02 s | Records: 1
show_rentals                   | 2.225e-02 s | Records: 0
show_rentals                   | 1.133e-02 s | Records: 0
show_rentals                   | 2.405e-02 s | Records: 1
show_rentals                   | 1.806e-02 s | Records: 0
show_rentals                   | 9.521e-03 s | Records: 2
show_rentals                   | 1.591e-02 s | Records: 0
show_rentals                   | 4.958e-03 s | Records: 0
show_rentals                   | 5.353e-03 s | Records: 0
show_rentals                   | 5.061e-03 s | Records: 0
show_rentals                   | 1.619e-02 s | Records: 0
show_rentals                   | 1.743e-02 s | Records: 0
show_rentals                   | 1.017e-02 s | Records: 1
show_rentals                   | 7.579e-03 s | Records: 0
show_rentals                   | 1.891e-02 s | Records: 0
show_rentals                   | 2.133e-02 s | Records: 0
show_rentals                   | 2.713e-02 s | Records: 2
show_rentals                   | 1.078e-02 s | Records: 0
show_rentals                   | 1.075e-02 s | Records: 0
show_rentals                   | 2.265e-02 s | Records: 0
show_rentals                   | 1.025e-02 s | Records: 0
show_rentals                   | 1.035e-02 s | Records: 0
show_rentals                   | 2.374e-02 s | Records: 1
show_rentals                   | 2.592e-02 s | Records: 2
show_rentals                   | 2.057e-02 s | Records: 0
show_rentals                   | 1.226e-02 s | Records: 1
show_rentals                   | 1.028e-02 s | Records: 0
show_rentals                   | 1.357e-02 s | Records: 1
show_rentals                   | 2.164e-02 s | Records: 0
show_rentals                   | 1.219e-02 s | Records: 0
show_rentals                   | 1.040e-02 s | Records: 0
show_rentals                   | 2.113e-02 s | Records: 0
show_rentals                   | 1.984e-02 s | Records: 0
show_rentals                   | 2.138e-02 s | Records: 0
show_rentals                   | 2.094e-02 s | Records: 0
show_rentals                   | 9.228e-03 s | Records: 0
show_rentals                   | 2.118e-02 s | Records: 0
show_rentals                   | 9.257e-03 s | Records: 0
show_rentals                   | 1.007e-02 s | Records: 0
show_rentals                   | 1.081e-02 s | Records: 0
show_rentals                   | 2.842e-02 s | Records: 2
show_rentals                   | 9.871e-03 s | Records: 0
show_rentals                   | 2.110e-02 s | Records: 0
show_rentals                   | 9.614e-03 s | Records: 0
show_rentals                   | 1.306e-02 s | Records: 1
show_rentals                   | 2.843e-02 s | Records: 2
show_rentals                   | 1.033e-02 s | Records: 0
show_rentals                   | 9.693e-03 s | Records: 0
show_rentals                   | 2.050e-02 s | Records: 0
show_rentals                   | 1.060e-02 s | Records: 0
show_rentals                   | 9.702e-03 s | Records: 0
show_rentals                   | 1.057e-02 s | Records: 0
show_rentals                   | 1.098e-02 s | Records: 0
show_rentals                   | 1.083e-02 s | Records: 0
show_rentals                   | 1.155e-02 s | Records: 0
show_rentals                   | 9.699e-03 s | Records: 0
show_rentals                   | 1.083e-02 s | Records: 0
show_rentals                   | 2.184e-02 s | Records: 0
show_rentals                   | 1.451e-02 s | Records: 1
show_rentals                   | 1.025e-02 s | Records: 0
show_rentals                   | 1.077e-02 s | Records: 0
show_rentals                   | 1.329e-02 s | Records: 1
show_rentals                   | 1.180e-02 s | Records: 0
show_rentals                   | 1.129e-02 s | Records: 0
show_rentals                   | 1.183e-02 s | Records: 0
show_rentals                   | 1.833e-02 s | Records: 2
show_rentals                   | 1.727e-02 s | Records: 0
show_rentals                   | 1.869e-02 s | Records: 3
show_rentals                   | 1.496e-02 s | Records: 0
show_rentals                   | 5.875e-03 s | Records: 1
show_rentals                   | 1.578e-02 s | Records: 0
show_rentals                   | 1.813e-02 s | Records: 2
show_rentals                   | 1.623e-02 s | Records: 0
show_rentals                   | 7.133e-03 s | Records: 1
show_rentals                   | 5.757e-03 s | Records: 1
show_rentals                   | 5.646e-03 s | Records: 0
show_rentals                   | 5.398e-03 s | Records: 0
show_rentals                   | 7.196e-03 s | Records: 1
show_rentals                   | 6.677e-03 s | Records: 1
show_rentals                   | 5.464e-03 s | Records: 0
show_rentals                   | 1.602e-02 s | Records: 0
show_rentals                   | 1.768e-02 s | Records: 1
show_rentals                   | 5.424e-03 s | Records: 0
show_rentals                   | 5.538e-03 s | Records: 0
show_rentals                   | 6.950e-03 s | Records: 1
show_rentals                   | 5.371e-03 s | Records: 0
show_rentals                   | 1.600e-02 s | Records: 0
show_rentals                   | 1.630e-02 s | Records: 0
show_rentals                   | 5.379e-03 s | Records: 0
show_rentals                   | 1.743e-02 s | Records: 1
show_rentals                   | 5.305e-03 s | Records: 0
show_rentals                   | 1.668e-02 s | Records: 0
show_rentals                   | 7.530e-03 s | Records: 0
show_rentals                   | 8.764e-03 s | Records: 0
show_rentals                   | 7.599e-03 s | Records: 0
show_rentals                   | 8.189e-03 s | Records: 0
show_rentals                   | 7.971e-03 s | Records: 0
show_rentals                   | 8.904e-03 s | Records: 0
show_rentals                   | 1.793e-02 s | Records: 0
show_rentals                   | 1.788e-02 s | Records: 0
show_rentals                   | 7.763e-03 s | Records: 0
show_rentals                   | 7.757e-03 s | Records: 0
show_rentals                   | 1.773e-02 s | Records: 0
show_rentals                   | 2.200e-02 s | Records: 1
show_rentals                   | 1.926e-02 s | Records: 2
show_rentals                   | 6.766e-03 s | Records: 1
show_rentals                   | 5.288e-03 s | Records: 0
show_rentals                   | 1.733e-02 s | Records: 1
show_rentals                   | 5.453e-03 s | Records: 0
show_rentals                   | 4.887e-03 s | Records: 0
show_rentals                   | 6.033e-03 s | Records: 1
show_rentals                   | 5.530e-03 s | Records: 1
show_rentals                   | 5.193e-03 s | Records: 0
show_rentals                   | 1.637e-02 s | Records: 0
show_rentals                   | 1.811e-02 s | Records: 1
show_rentals                   | 1.568e-02 s | Records: 0
show_rentals                   | 1.607e-02 s | Records: 0
show_rentals                   | 1.589e-02 s | Records: 0
show_rentals                   | 5.063e-03 s | Records: 0
show_rentals                   | 1.545e-02 s | Records: 0
show_rentals                   | 1.774e-02 s | Records: 1
show_rentals                   | 5.547e-03 s | Records: 0
show_rentals                   | 6.745e-03 s | Records: 1
show_rentals                   | 1.745e-02 s | Records: 0
show_rentals                   | 6.948e-03 s | Records: 0
show_rentals                   | 6.613e-03 s | Records: 0
show_rentals                   | 6.451e-03 s | Records: 0
show_rentals                   | 7.717e-03 s | Records: 1
show_rentals                   | 6.163e-03 s | Records: 0
show_rentals                   | 7.656e-03 s | Records: 1
show_rentals                   | 6.534e-03 s | Records: 0
show_rentals                   | 6.389e-03 s | Records: 0
show_rentals                   | 6.024e-03 s | Records: 0
show_rentals                   | 1.682e-02 s | Records: 0
