2020-05-04 09:40:25,799 charges_calc.py:73  WARNING Invalid end date of 2017-03-22 00:00:00 found in record RNT001
2020-05-04 09:40:26,242 charges_calc.py:73  WARNING Invalid end date of 2017-04-16 00:00:00 found in record RNT782
2020-05-04 09:40:26,242 charges_calc.py:82  WARNING Value Error on record RNT782, value {'product_code': 'PRD14', 'units_rented': 10, 'price_per_day': 22, 'rental_start': '1/25/18', 'rental_end': '4/16/17', 'total_days': -284, 'total_price': -6248} square of the total price
2020-05-04 09:40:26,243 charges_calc.py:73  WARNING Invalid end date of 2017-03-22 00:00:00 found in record RNT783
2020-05-04 09:40:26,243 charges_calc.py:82  WARNING Value Error on record RNT783, value {'product_code': 'PRD98', 'units_rented': 10, 'price_per_day': 13, 'rental_start': '11/27/18', 'rental_end': '3/22/17', 'total_days': -615, 'total_price': -7995} square of the total price
2020-05-04 09:40:26,244 charges_calc.py:73  WARNING Invalid end date of 2016-02-24 00:00:00 found in record RNT790
2020-05-04 09:40:26,244 charges_calc.py:82  WARNING Value Error on record RNT790, value {'product_code': 'PRD55', 'units_rented': 7, 'price_per_day': 11, 'rental_start': '3/30/17', 'rental_end': '2/24/16', 'total_days': -400, 'total_price': -4400} square of the total price
2020-05-04 09:40:26,245 charges_calc.py:73  WARNING Invalid end date of 2017-06-03 00:00:00 found in record RNT791
2020-05-04 09:40:26,245 charges_calc.py:82  WARNING Value Error on record RNT791, value {'product_code': 'PRD92', 'units_rented': 9, 'price_per_day': 27, 'rental_start': '3/18/18', 'rental_end': '6/3/17', 'total_days': -288, 'total_price': -7776} square of the total price
2020-05-04 09:40:26,245 charges_calc.py:73  WARNING Invalid end date of 2016-04-30 00:00:00 found in record RNT794
2020-05-04 09:40:26,246 charges_calc.py:82  WARNING Value Error on record RNT794, value {'product_code': 'PRD54', 'units_rented': 5, 'price_per_day': 39, 'rental_start': '12/30/18', 'rental_end': '4/30/16', 'total_days': -974, 'total_price': -37986} square of the total price
2020-05-04 09:40:26,246 charges_calc.py:73  WARNING Invalid end date of 2017-09-15 00:00:00 found in record RNT795
2020-05-04 09:40:26,247 charges_calc.py:82  WARNING Value Error on record RNT795, value {'product_code': 'PRD83', 'units_rented': 8, 'price_per_day': 19, 'rental_start': '1/25/18', 'rental_end': '9/15/17', 'total_days': -132, 'total_price': -2508} square of the total price
2020-05-04 09:40:26,247 charges_calc.py:73  WARNING Invalid end date of 2017-06-08 00:00:00 found in record RNT796
2020-05-04 09:40:26,248 charges_calc.py:82  WARNING Value Error on record RNT796, value {'product_code': 'PRD90', 'units_rented': 10, 'price_per_day': 32, 'rental_start': '1/13/18', 'rental_end': '6/8/17', 'total_days': -219, 'total_price': -7008} square of the total price
2020-05-04 09:40:26,248 charges_calc.py:73  WARNING Invalid end date of 2016-02-10 00:00:00 found in record RNT803
2020-05-04 09:40:26,249 charges_calc.py:82  WARNING Value Error on record RNT803, value {'product_code': 'PRD32', 'units_rented': 10, 'price_per_day': 5, 'rental_start': '10/17/16', 'rental_end': '2/10/16', 'total_days': -250, 'total_price': -1250} square of the total price
2020-05-04 09:40:26,249 charges_calc.py:73  WARNING Invalid end date of 2017-07-19 00:00:00 found in record RNT807
2020-05-04 09:40:26,250 charges_calc.py:82  WARNING Value Error on record RNT807, value {'product_code': 'PRD12', 'units_rented': 7, 'price_per_day': 26, 'rental_start': '4/3/18', 'rental_end': '7/19/17', 'total_days': -258, 'total_price': -6708} square of the total price
2020-05-04 09:40:26,250 charges_calc.py:73  WARNING Invalid end date of 2016-12-15 00:00:00 found in record RNT808
2020-05-04 09:40:26,251 charges_calc.py:82  WARNING Value Error on record RNT808, value {'product_code': 'PRD67', 'units_rented': 9, 'price_per_day': 10, 'rental_start': '7/25/17', 'rental_end': '12/15/16', 'total_days': -222, 'total_price': -2220} square of the total price
2020-05-04 09:40:26,251 charges_calc.py:73  WARNING Invalid end date of 2017-04-07 00:00:00 found in record RNT809
2020-05-04 09:40:26,252 charges_calc.py:82  WARNING Value Error on record RNT809, value {'product_code': 'PRD18', 'units_rented': 3, 'price_per_day': 17, 'rental_start': '12/4/17', 'rental_end': '4/7/17', 'total_days': -241, 'total_price': -4097} square of the total price
2020-05-04 09:40:26,252 charges_calc.py:73  WARNING Invalid end date of 2016-08-18 00:00:00 found in record RNT812
2020-05-04 09:40:26,252 charges_calc.py:82  WARNING Value Error on record RNT812, value {'product_code': 'PRD23', 'units_rented': 8, 'price_per_day': 26, 'rental_start': '10/25/16', 'rental_end': '8/18/16', 'total_days': -68, 'total_price': -1768} square of the total price
2020-05-04 09:40:26,253 charges_calc.py:73  WARNING Invalid end date of 2017-05-03 00:00:00 found in record RNT814
2020-05-04 09:40:26,253 charges_calc.py:82  WARNING Value Error on record RNT814, value {'product_code': 'PRD32', 'units_rented': 5, 'price_per_day': 38, 'rental_start': '5/16/18', 'rental_end': '5/3/17', 'total_days': -378, 'total_price': -14364} square of the total price
2020-05-04 09:40:26,254 charges_calc.py:73  WARNING Invalid end date of 2017-03-26 00:00:00 found in record RNT815
2020-05-04 09:40:26,255 charges_calc.py:82  WARNING Value Error on record RNT815, value {'product_code': 'PRD58', 'units_rented': 7, 'price_per_day': 39, 'rental_start': '11/29/17', 'rental_end': '3/26/17', 'total_days': -248, 'total_price': -9672} square of the total price
2020-05-04 09:40:26,255 charges_calc.py:73  WARNING Invalid end date of 2017-07-06 00:00:00 found in record RNT816
2020-05-04 09:40:26,258 charges_calc.py:82  WARNING Value Error on record RNT816, value {'product_code': 'PRD72', 'units_rented': 8, 'price_per_day': 8, 'rental_start': '12/20/17', 'rental_end': '7/6/17', 'total_days': -167, 'total_price': -1336} square of the total price
2020-05-04 09:40:26,258 charges_calc.py:73  WARNING Invalid end date of 2016-02-11 00:00:00 found in record RNT817
2020-05-04 09:40:26,259 charges_calc.py:82  WARNING Value Error on record RNT817, value {'product_code': 'PRD66', 'units_rented': 7, 'price_per_day': 36, 'rental_start': '11/27/18', 'rental_end': '2/11/16', 'total_days': -1020, 'total_price': -36720} square of the total price
2020-05-04 09:40:26,259 charges_calc.py:73  WARNING Invalid end date of 2016-05-13 00:00:00 found in record RNT818
2020-05-04 09:40:26,260 charges_calc.py:82  WARNING Value Error on record RNT818, value {'product_code': 'PRD36', 'units_rented': 10, 'price_per_day': 40, 'rental_start': '11/13/17', 'rental_end': '5/13/16', 'total_days': -549, 'total_price': -21960} square of the total price
2020-05-04 09:40:26,260 charges_calc.py:73  WARNING Invalid end date of 2017-09-25 00:00:00 found in record RNT819
2020-05-04 09:40:26,261 charges_calc.py:82  WARNING Value Error on record RNT819, value {'product_code': 'PRD84', 'units_rented': 7, 'price_per_day': 20, 'rental_start': '12/7/17', 'rental_end': '9/25/17', 'total_days': -73, 'total_price': -1460} square of the total price
2020-05-04 09:40:26,261 charges_calc.py:73  WARNING Invalid end date of 2016-04-25 00:00:00 found in record RNT820
2020-05-04 09:40:26,261 charges_calc.py:82  WARNING Value Error on record RNT820, value {'product_code': 'PRD97', 'units_rented': 2, 'price_per_day': 10, 'rental_start': '5/3/16', 'rental_end': '4/25/16', 'total_days': -8, 'total_price': -80} square of the total price
2020-05-04 09:40:26,262 charges_calc.py:73  WARNING Invalid end date of 2017-08-11 00:00:00 found in record RNT822
2020-05-04 09:40:26,262 charges_calc.py:82  WARNING Value Error on record RNT822, value {'product_code': 'PRD26', 'units_rented': 9, 'price_per_day': 22, 'rental_start': '12/15/17', 'rental_end': '8/11/17', 'total_days': -126, 'total_price': -2772} square of the total price
2020-05-04 09:40:26,263 charges_calc.py:73  WARNING Invalid end date of 2017-11-25 00:00:00 found in record RNT825
2020-05-04 09:40:26,263 charges_calc.py:82  WARNING Value Error on record RNT825, value {'product_code': 'PRD67', 'units_rented': 7, 'price_per_day': 19, 'rental_start': '3/18/18', 'rental_end': '11/25/17', 'total_days': -113, 'total_price': -2147} square of the total price
2020-05-04 09:40:26,264 charges_calc.py:73  WARNING Invalid end date of 2017-02-25 00:00:00 found in record RNT831
2020-05-04 09:40:26,265 charges_calc.py:82  WARNING Value Error on record RNT831, value {'product_code': 'PRD10', 'units_rented': 3, 'price_per_day': 5, 'rental_start': '2/28/17', 'rental_end': '2/25/17', 'total_days': -3, 'total_price': -15} square of the total price
2020-05-04 09:40:26,269 charges_calc.py:73  WARNING Invalid end date of 2016-01-08 00:00:00 found in record RNT835
2020-05-04 09:40:26,270 charges_calc.py:82  WARNING Value Error on record RNT835, value {'product_code': 'PRD2', 'units_rented': 6, 'price_per_day': 22, 'rental_start': '8/24/17', 'rental_end': '1/8/16', 'total_days': -594, 'total_price': -13068} square of the total price
2020-05-04 09:40:26,270 charges_calc.py:73  WARNING Invalid end date of 2016-07-09 00:00:00 found in record RNT836
2020-05-04 09:40:26,271 charges_calc.py:82  WARNING Value Error on record RNT836, value {'product_code': 'PRD32', 'units_rented': 4, 'price_per_day': 20, 'rental_start': '7/14/16', 'rental_end': '7/9/16', 'total_days': -5, 'total_price': -100} square of the total price
2020-05-04 09:40:26,272 charges_calc.py:73  WARNING Invalid end date of 2018-06-25 00:00:00 found in record RNT839
2020-05-04 09:40:26,273 charges_calc.py:82  WARNING Value Error on record RNT839, value {'product_code': 'PRD67', 'units_rented': 1, 'price_per_day': 9, 'rental_start': '12/21/18', 'rental_end': '6/25/18', 'total_days': -179, 'total_price': -1611} square of the total price
2020-05-04 09:40:26,273 charges_calc.py:73  WARNING Invalid end date of 2017-02-04 00:00:00 found in record RNT840
2020-05-04 09:40:26,274 charges_calc.py:82  WARNING Value Error on record RNT840, value {'product_code': 'PRD63', 'units_rented': 10, 'price_per_day': 19, 'rental_start': '11/1/18', 'rental_end': '2/4/17', 'total_days': -635, 'total_price': -12065} square of the total price
2020-05-04 09:40:26,274 charges_calc.py:73  WARNING Invalid end date of 2016-04-16 00:00:00 found in record RNT842
2020-05-04 09:40:26,275 charges_calc.py:82  WARNING Value Error on record RNT842, value {'product_code': 'PRD91', 'units_rented': 7, 'price_per_day': 17, 'rental_start': '10/16/17', 'rental_end': '4/16/16', 'total_days': -548, 'total_price': -9316} square of the total price
2020-05-04 09:40:26,276 charges_calc.py:73  WARNING Invalid end date of 2016-06-26 00:00:00 found in record RNT843
2020-05-04 09:40:26,278 charges_calc.py:82  WARNING Value Error on record RNT843, value {'product_code': 'PRD79', 'units_rented': 0, 'price_per_day': 34, 'rental_start': '11/7/17', 'rental_end': '6/26/16', 'total_days': -499, 'total_price': -16966} square of the total price
2020-05-04 09:40:26,279 charges_calc.py:88  WARNING Tried to divide by Zero, record RNT843, value {'product_code': 'PRD79', 'units_rented': 0, 'price_per_day': 34, 'rental_start': '11/7/17', 'rental_end': '6/26/16', 'total_days': -499, 'total_price': -16966}
2020-05-04 09:40:26,280 charges_calc.py:73  WARNING Invalid end date of 2017-09-09 00:00:00 found in record RNT844
2020-05-04 09:40:26,281 charges_calc.py:82  WARNING Value Error on record RNT844, value {'product_code': 'PRD26', 'units_rented': 8, 'price_per_day': 37, 'rental_start': '4/14/18', 'rental_end': '9/9/17', 'total_days': -217, 'total_price': -8029} square of the total price
2020-05-04 09:40:26,281 charges_calc.py:73  WARNING Invalid end date of 2016-06-29 00:00:00 found in record RNT846
2020-05-04 09:40:26,282 charges_calc.py:82  WARNING Value Error on record RNT846, value {'product_code': 'PRD89', 'units_rented': 2, 'price_per_day': 27, 'rental_start': '9/8/17', 'rental_end': '6/29/16', 'total_days': -436, 'total_price': -11772} square of the total price
2020-05-04 09:40:26,285 charges_calc.py:73  WARNING Invalid end date of 2018-03-07 00:00:00 found in record RNT847
2020-05-04 09:40:26,286 charges_calc.py:82  WARNING Value Error on record RNT847, value {'product_code': 'PRD88', 'units_rented': 9, 'price_per_day': 14, 'rental_start': '10/19/18', 'rental_end': '3/7/18', 'total_days': -226, 'total_price': -3164} square of the total price
2020-05-04 09:40:26,290 charges_calc.py:73  WARNING Invalid end date of 2016-08-18 00:00:00 found in record RNT849
2020-05-04 09:40:26,292 charges_calc.py:82  WARNING Value Error on record RNT849, value {'product_code': 'PRD58', 'units_rented': 7, 'price_per_day': 6, 'rental_start': '7/19/18', 'rental_end': '8/18/16', 'total_days': -700, 'total_price': -4200} square of the total price
2020-05-04 09:40:26,293 charges_calc.py:73  WARNING Invalid end date of 2016-02-09 00:00:00 found in record RNT853
2020-05-04 09:40:26,295 charges_calc.py:82  WARNING Value Error on record RNT853, value {'product_code': 'PRD88', 'units_rented': 4, 'price_per_day': 15, 'rental_start': '5/14/18', 'rental_end': '2/9/16', 'total_days': -825, 'total_price': -12375} square of the total price
2020-05-04 09:40:26,297 charges_calc.py:73  WARNING Invalid end date of 2018-06-16 00:00:00 found in record RNT855
2020-05-04 09:40:26,300 charges_calc.py:82  WARNING Value Error on record RNT855, value {'product_code': 'PRD28', 'units_rented': 2, 'price_per_day': 23, 'rental_start': '10/6/18', 'rental_end': '6/16/18', 'total_days': -112, 'total_price': -2576} square of the total price
2020-05-04 09:40:26,302 charges_calc.py:73  WARNING Invalid end date of 2018-06-07 00:00:00 found in record RNT858
2020-05-04 09:40:26,304 charges_calc.py:82  WARNING Value Error on record RNT858, value {'product_code': 'PRD61', 'units_rented': 6, 'price_per_day': 25, 'rental_start': '8/15/18', 'rental_end': '6/7/18', 'total_days': -69, 'total_price': -1725} square of the total price
2020-05-04 09:40:26,305 charges_calc.py:73  WARNING Invalid end date of 2016-09-12 00:00:00 found in record RNT861
2020-05-04 09:40:26,306 charges_calc.py:82  WARNING Value Error on record RNT861, value {'product_code': 'PRD52', 'units_rented': 5, 'price_per_day': 24, 'rental_start': '1/30/18', 'rental_end': '9/12/16', 'total_days': -505, 'total_price': -12120} square of the total price
2020-05-04 09:40:26,306 charges_calc.py:73  WARNING Invalid end date of 2016-03-31 00:00:00 found in record RNT863
2020-05-04 09:40:26,307 charges_calc.py:82  WARNING Value Error on record RNT863, value {'product_code': 'PRD42', 'units_rented': 2, 'price_per_day': 24, 'rental_start': '11/5/16', 'rental_end': '3/31/16', 'total_days': -219, 'total_price': -5256} square of the total price
2020-05-04 09:40:26,308 charges_calc.py:73  WARNING Invalid end date of 2018-01-12 00:00:00 found in record RNT864
2020-05-04 09:40:26,310 charges_calc.py:82  WARNING Value Error on record RNT864, value {'product_code': 'PRD53', 'units_rented': 6, 'price_per_day': 12, 'rental_start': '1/20/18', 'rental_end': '1/12/18', 'total_days': -8, 'total_price': -96} square of the total price
2020-05-04 09:40:26,311 charges_calc.py:73  WARNING Invalid end date of 2017-05-07 00:00:00 found in record RNT866
2020-05-04 09:40:26,311 charges_calc.py:82  WARNING Value Error on record RNT866, value {'product_code': 'PRD57', 'units_rented': 9, 'price_per_day': 38, 'rental_start': '1/1/18', 'rental_end': '5/7/17', 'total_days': -239, 'total_price': -9082} square of the total price
2020-05-04 09:40:26,311 charges_calc.py:73  WARNING Invalid end date of 2017-01-19 00:00:00 found in record RNT867
2020-05-04 09:40:26,312 charges_calc.py:82  WARNING Value Error on record RNT867, value {'product_code': 'PRD60', 'units_rented': 7, 'price_per_day': 19, 'rental_start': '6/14/17', 'rental_end': '1/19/17', 'total_days': -146, 'total_price': -2774} square of the total price
2020-05-04 09:40:26,312 charges_calc.py:73  WARNING Invalid end date of 2016-12-02 00:00:00 found in record RNT869
2020-05-04 09:40:26,313 charges_calc.py:82  WARNING Value Error on record RNT869, value {'product_code': 'PRD74', 'units_rented': 10, 'price_per_day': 26, 'rental_start': '9/27/17', 'rental_end': '12/2/16', 'total_days': -299, 'total_price': -7774} square of the total price
2020-05-04 09:40:26,313 charges_calc.py:73  WARNING Invalid end date of 2017-02-20 00:00:00 found in record RNT871
2020-05-04 09:40:26,314 charges_calc.py:82  WARNING Value Error on record RNT871, value {'product_code': 'PRD25', 'units_rented': 7, 'price_per_day': 29, 'rental_start': '4/30/17', 'rental_end': '2/20/17', 'total_days': -69, 'total_price': -2001} square of the total price
2020-05-04 09:40:26,314 charges_calc.py:73  WARNING Invalid end date of 2017-11-24 00:00:00 found in record RNT873
2020-05-04 09:40:26,315 charges_calc.py:82  WARNING Value Error on record RNT873, value {'product_code': 'PRD16', 'units_rented': 3, 'price_per_day': 5, 'rental_start': '2/8/18', 'rental_end': '11/24/17', 'total_days': -76, 'total_price': -380} square of the total price
2020-05-04 09:40:26,315 charges_calc.py:73  WARNING Invalid end date of 2018-08-08 00:00:00 found in record RNT874
2020-05-04 09:40:26,316 charges_calc.py:82  WARNING Value Error on record RNT874, value {'product_code': 'PRD83', 'units_rented': 9, 'price_per_day': 38, 'rental_start': '8/11/18', 'rental_end': '8/8/18', 'total_days': -3, 'total_price': -114} square of the total price
2020-05-04 09:40:26,317 charges_calc.py:73  WARNING Invalid end date of 2016-09-20 00:00:00 found in record RNT876
2020-05-04 09:40:26,317 charges_calc.py:82  WARNING Value Error on record RNT876, value {'product_code': 'PRD60', 'units_rented': 4, 'price_per_day': 26, 'rental_start': '4/30/17', 'rental_end': '9/20/16', 'total_days': -222, 'total_price': -5772} square of the total price
2020-05-04 09:40:26,318 charges_calc.py:73  WARNING Invalid end date of 2016-06-11 00:00:00 found in record RNT879
2020-05-04 09:40:26,318 charges_calc.py:82  WARNING Value Error on record RNT879, value {'product_code': 'PRD44', 'units_rented': 5, 'price_per_day': 24, 'rental_start': '5/5/18', 'rental_end': '6/11/16', 'total_days': -693, 'total_price': -16632} square of the total price
2020-05-04 09:40:26,320 charges_calc.py:73  WARNING Invalid end date of 2016-04-13 00:00:00 found in record RNT882
2020-05-04 09:40:26,321 charges_calc.py:82  WARNING Value Error on record RNT882, value {'product_code': 'PRD3', 'units_rented': 6, 'price_per_day': 28, 'rental_start': '1/27/18', 'rental_end': '4/13/16', 'total_days': -654, 'total_price': -18312} square of the total price
2020-05-04 09:40:26,322 charges_calc.py:73  WARNING Invalid end date of 2017-11-20 00:00:00 found in record RNT883
2020-05-04 09:40:26,322 charges_calc.py:82  WARNING Value Error on record RNT883, value {'product_code': 'PRD28', 'units_rented': 6, 'price_per_day': 19, 'rental_start': '6/14/18', 'rental_end': '11/20/17', 'total_days': -206, 'total_price': -3914} square of the total price
2020-05-04 09:40:26,323 charges_calc.py:73  WARNING Invalid end date of 2016-05-01 00:00:00 found in record RNT884
2020-05-04 09:40:26,323 charges_calc.py:82  WARNING Value Error on record RNT884, value {'product_code': 'PRD1', 'units_rented': 4, 'price_per_day': 11, 'rental_start': '12/3/16', 'rental_end': '5/1/16', 'total_days': -216, 'total_price': -2376} square of the total price
2020-05-04 09:40:26,324 charges_calc.py:73  WARNING Invalid end date of 2016-10-23 00:00:00 found in record RNT886
2020-05-04 09:40:26,324 charges_calc.py:82  WARNING Value Error on record RNT886, value {'product_code': 'PRD33', 'units_rented': 2, 'price_per_day': 24, 'rental_start': '1/24/17', 'rental_end': '10/23/16', 'total_days': -93, 'total_price': -2232} square of the total price
2020-05-04 09:40:26,325 charges_calc.py:73  WARNING Invalid end date of 2016-03-21 00:00:00 found in record RNT890
2020-05-04 09:40:26,325 charges_calc.py:82  WARNING Value Error on record RNT890, value {'product_code': 'PRD91', 'units_rented': 6, 'price_per_day': 8, 'rental_start': '6/12/18', 'rental_end': '3/21/16', 'total_days': -813, 'total_price': -6504} square of the total price
2020-05-04 09:40:26,326 charges_calc.py:73  WARNING Invalid end date of 2016-11-20 00:00:00 found in record RNT892
2020-05-04 09:40:26,326 charges_calc.py:82  WARNING Value Error on record RNT892, value {'product_code': 'PRD6', 'units_rented': 3, 'price_per_day': 8, 'rental_start': '3/29/17', 'rental_end': '11/20/16', 'total_days': -129, 'total_price': -1032} square of the total price
2020-05-04 09:40:26,327 charges_calc.py:73  WARNING Invalid end date of 2016-10-27 00:00:00 found in record RNT893
2020-05-04 09:40:26,327 charges_calc.py:82  WARNING Value Error on record RNT893, value {'product_code': 'PRD20', 'units_rented': 2, 'price_per_day': 26, 'rental_start': '8/4/17', 'rental_end': '10/27/16', 'total_days': -281, 'total_price': -7306} square of the total price
2020-05-04 09:40:26,327 charges_calc.py:73  WARNING Invalid end date of 2016-12-07 00:00:00 found in record RNT894
2020-05-04 09:40:26,328 charges_calc.py:82  WARNING Value Error on record RNT894, value {'product_code': 'PRD29', 'units_rented': 5, 'price_per_day': 13, 'rental_start': '3/6/17', 'rental_end': '12/7/16', 'total_days': -89, 'total_price': -1157} square of the total price
2020-05-04 09:40:26,328 charges_calc.py:73  WARNING Invalid end date of 2016-01-04 00:00:00 found in record RNT895
2020-05-04 09:40:26,331 charges_calc.py:82  WARNING Value Error on record RNT895, value {'product_code': 'PRD9', 'units_rented': 6, 'price_per_day': 40, 'rental_start': '7/6/18', 'rental_end': '1/4/16', 'total_days': -914, 'total_price': -36560} square of the total price
2020-05-04 09:40:26,332 charges_calc.py:73  WARNING Invalid end date of 2017-07-07 00:00:00 found in record RNT896
2020-05-04 09:40:26,332 charges_calc.py:82  WARNING Value Error on record RNT896, value {'product_code': 'PRD74', 'units_rented': 4, 'price_per_day': 30, 'rental_start': '10/9/17', 'rental_end': '7/7/17', 'total_days': -94, 'total_price': -2820} square of the total price
2020-05-04 09:40:26,333 charges_calc.py:73  WARNING Invalid end date of 2016-11-18 00:00:00 found in record RNT898
2020-05-04 09:40:26,334 charges_calc.py:82  WARNING Value Error on record RNT898, value {'product_code': 'PRD7', 'units_rented': 2, 'price_per_day': 31, 'rental_start': '8/30/17', 'rental_end': '11/18/16', 'total_days': -285, 'total_price': -8835} square of the total price
2020-05-04 09:40:26,334 charges_calc.py:73  WARNING Invalid end date of 2016-11-19 00:00:00 found in record RNT901
2020-05-04 09:40:26,335 charges_calc.py:82  WARNING Value Error on record RNT901, value {'product_code': 'PRD69', 'units_rented': 9, 'price_per_day': 14, 'rental_start': '4/8/17', 'rental_end': '11/19/16', 'total_days': -140, 'total_price': -1960} square of the total price
2020-05-04 09:40:26,335 charges_calc.py:73  WARNING Invalid end date of 2017-12-26 00:00:00 found in record RNT903
2020-05-04 09:40:26,336 charges_calc.py:82  WARNING Value Error on record RNT903, value {'product_code': 'PRD55', 'units_rented': 8, 'price_per_day': 14, 'rental_start': '4/22/18', 'rental_end': '12/26/17', 'total_days': -117, 'total_price': -1638} square of the total price
2020-05-04 09:40:26,336 charges_calc.py:73  WARNING Invalid end date of 2017-08-21 00:00:00 found in record RNT905
2020-05-04 09:40:26,337 charges_calc.py:82  WARNING Value Error on record RNT905, value {'product_code': 'PRD77', 'units_rented': 7, 'price_per_day': 27, 'rental_start': '9/6/17', 'rental_end': '8/21/17', 'total_days': -16, 'total_price': -432} square of the total price
2020-05-04 09:40:26,337 charges_calc.py:73  WARNING Invalid end date of 2016-05-17 00:00:00 found in record RNT909
2020-05-04 09:40:26,338 charges_calc.py:82  WARNING Value Error on record RNT909, value {'product_code': 'PRD52', 'units_rented': 3, 'price_per_day': 15, 'rental_start': '5/23/18', 'rental_end': '5/17/16', 'total_days': -736, 'total_price': -11040} square of the total price
2020-05-04 09:40:26,339 charges_calc.py:73  WARNING Invalid end date of 2016-01-17 00:00:00 found in record RNT911
2020-05-04 09:40:26,341 charges_calc.py:82  WARNING Value Error on record RNT911, value {'product_code': 'PRD55', 'units_rented': 6, 'price_per_day': 20, 'rental_start': '10/14/16', 'rental_end': '1/17/16', 'total_days': -271, 'total_price': -5420} square of the total price
2020-05-04 09:40:26,341 charges_calc.py:73  WARNING Invalid end date of 2016-09-05 00:00:00 found in record RNT912
2020-05-04 09:40:26,342 charges_calc.py:82  WARNING Value Error on record RNT912, value {'product_code': 'PRD54', 'units_rented': 6, 'price_per_day': 22, 'rental_start': '11/20/18', 'rental_end': '9/5/16', 'total_days': -806, 'total_price': -17732} square of the total price
2020-05-04 09:40:26,342 charges_calc.py:73  WARNING Invalid end date of 2016-07-03 00:00:00 found in record RNT914
2020-05-04 09:40:26,343 charges_calc.py:82  WARNING Value Error on record RNT914, value {'product_code': 'PRD56', 'units_rented': 3, 'price_per_day': 38, 'rental_start': '7/4/18', 'rental_end': '7/3/16', 'total_days': -731, 'total_price': -27778} square of the total price
2020-05-04 09:40:26,343 charges_calc.py:73  WARNING Invalid end date of 2017-12-19 00:00:00 found in record RNT915
2020-05-04 09:40:26,343 charges_calc.py:82  WARNING Value Error on record RNT915, value {'product_code': 'PRD35', 'units_rented': 1, 'price_per_day': 16, 'rental_start': '8/9/18', 'rental_end': '12/19/17', 'total_days': -233, 'total_price': -3728} square of the total price
2020-05-04 09:40:26,344 charges_calc.py:73  WARNING Invalid end date of 2016-05-30 00:00:00 found in record RNT917
2020-05-04 09:40:26,344 charges_calc.py:82  WARNING Value Error on record RNT917, value {'product_code': 'PRD75', 'units_rented': 5, 'price_per_day': 33, 'rental_start': '2/17/17', 'rental_end': '5/30/16', 'total_days': -263, 'total_price': -8679} square of the total price
2020-05-04 09:40:26,345 charges_calc.py:73  WARNING Invalid end date of 2018-07-20 00:00:00 found in record RNT918
2020-05-04 09:40:26,345 charges_calc.py:82  WARNING Value Error on record RNT918, value {'product_code': 'PRD0', 'units_rented': 2, 'price_per_day': 39, 'rental_start': '8/10/18', 'rental_end': '7/20/18', 'total_days': -21, 'total_price': -819} square of the total price
2020-05-04 09:40:26,346 charges_calc.py:73  WARNING Invalid end date of 2017-02-25 00:00:00 found in record RNT919
2020-05-04 09:40:26,346 charges_calc.py:82  WARNING Value Error on record RNT919, value {'product_code': 'PRD2', 'units_rented': 7, 'price_per_day': 17, 'rental_start': '4/17/18', 'rental_end': '2/25/17', 'total_days': -416, 'total_price': -7072} square of the total price
2020-05-04 09:40:26,347 charges_calc.py:73  WARNING Invalid end date of 2017-06-13 00:00:00 found in record RNT922
2020-05-04 09:40:26,347 charges_calc.py:82  WARNING Value Error on record RNT922, value {'product_code': 'PRD3', 'units_rented': 6, 'price_per_day': 5, 'rental_start': '1/20/18', 'rental_end': '6/13/17', 'total_days': -221, 'total_price': -1105} square of the total price
2020-05-04 09:40:26,348 charges_calc.py:73  WARNING Invalid end date of 2016-04-03 00:00:00 found in record RNT924
2020-05-04 09:40:26,348 charges_calc.py:82  WARNING Value Error on record RNT924, value {'product_code': 'PRD79', 'units_rented': 9, 'price_per_day': 31, 'rental_start': '5/12/18', 'rental_end': '4/3/16', 'total_days': -769, 'total_price': -23839} square of the total price
2020-05-04 09:40:26,349 charges_calc.py:73  WARNING Invalid end date of 2017-04-12 00:00:00 found in record RNT926
2020-05-04 09:40:26,349 charges_calc.py:82  WARNING Value Error on record RNT926, value {'product_code': 'PRD44', 'units_rented': 8, 'price_per_day': 37, 'rental_start': '9/8/17', 'rental_end': '4/12/17', 'total_days': -149, 'total_price': -5513} square of the total price
2020-05-04 09:40:26,351 charges_calc.py:73  WARNING Invalid end date of 2017-07-18 00:00:00 found in record RNT927
2020-05-04 09:40:26,352 charges_calc.py:82  WARNING Value Error on record RNT927, value {'product_code': 'PRD61', 'units_rented': 3, 'price_per_day': 19, 'rental_start': '8/17/17', 'rental_end': '7/18/17', 'total_days': -30, 'total_price': -570} square of the total price
2020-05-04 09:40:26,352 charges_calc.py:73  WARNING Invalid end date of 2016-04-01 00:00:00 found in record RNT928
2020-05-04 09:40:26,353 charges_calc.py:82  WARNING Value Error on record RNT928, value {'product_code': 'PRD66', 'units_rented': 3, 'price_per_day': 11, 'rental_start': '10/10/17', 'rental_end': '4/1/16', 'total_days': -557, 'total_price': -6127} square of the total price
2020-05-04 09:40:26,353 charges_calc.py:73  WARNING Invalid end date of 2016-08-04 00:00:00 found in record RNT930
2020-05-04 09:40:26,354 charges_calc.py:82  WARNING Value Error on record RNT930, value {'product_code': 'PRD50', 'units_rented': 4, 'price_per_day': 32, 'rental_start': '1/11/17', 'rental_end': '8/4/16', 'total_days': -160, 'total_price': -5120} square of the total price
