rental_id,product_id,customer_id,amount,time,price,total
R93314,P63766,C93314,58,27,214,335124
R93315,P38097,C93315,84,245,471,9693180
R93316,P4908,C93316,40,59,4,9440
R93317,P71063,C93317,37,236,71,619972
R93318,P11553,C93318,47,362,208,3538912
R93319,P24888,C93319,96,126,309,3737664
R93320,P30726,C93320,88,9,331,262152
R93321,P1075,C93321,35,73,258,659190
R93322,P84891,C93322,16,278,190,845120
R93323,P15891,C93323,69,78,400,2152800
R93324,P26065,C93324,30,156,437,2045160
R93325,P3230,C93325,23,304,498,3482016
R93326,P51634,C93326,56,110,133,819280
R93327,P40768,C93327,49,249,494,6027294
R93328,P30564,C93328,15,363,20,108900
R93329,P34642,C93329,28,212,208,1234688
R93330,P10056,C93330,5,250,87,108750
R93331,P91012,C93331,20,211,58,244760
R93332,P93966,C93332,56,302,443,7492016
R93333,P45390,C93333,23,93,148,316572
R93334,P4540,C93334,43,296,317,4034776
R93335,P95430,C93335,65,152,358,3537040
R93336,P23745,C93336,72,200,394,5673600
R93337,P76191,C93337,41,83,12,40836
R93338,P59599,C93338,54,68,260,954720
R93339,P20001,C93339,66,306,107,2160972
R93340,P36333,C93340,69,337,412,9580236
R93341,P88197,C93341,72,192,487,6732288
R93342,P24540,C93342,90,108,350,3402000
R93343,P43654,C93343,6,227,333,453546
R93344,P97475,C93344,86,202,47,816484
R93345,P69224,C93345,31,216,368,2464128
R93346,P64119,C93346,94,120,269,3034320
R93347,P21942,C93347,29,48,177,246384
R93348,P43217,C93348,71,175,463,5752775
R93349,P20527,C93349,60,18,122,131760
R93350,P10735,C93350,36,135,438,2128680
R93351,P88578,C93351,20,204,321,1309680
R93352,P35610,C93352,9,254,155,354330
R93353,P58492,C93353,42,343,425,6122550
R93354,P92270,C93354,88,182,88,1409408
R93355,P44378,C93355,23,364,402,3365544
R93356,P74595,C93356,15,49,399,293265
R93357,P21536,C93357,32,166,139,738368
R93358,P90217,C93358,42,208,130,1135680
R93359,P73374,C93359,61,273,187,3114111
R93360,P12428,C93360,21,222,405,1888110
R93361,P17483,C93361,17,310,443,2334610
R93362,P62855,C93362,22,278,348,2128368
R93363,P2884,C93363,83,160,81,1075680
R93364,P48838,C93364,4,238,71,67592
R93365,P98235,C93365,36,363,148,1934064
R93366,P26429,C93366,70,231,190,3072300
R93367,P34394,C93367,99,238,132,3110184
R93368,P81166,C93368,69,89,0,0
R93369,P85053,C93369,45,142,29,185310
R93370,P60132,C93370,99,29,110,315810
R93371,P20031,C93371,40,239,6,57360
R93372,P81396,C93372,27,56,265,400680
R93373,P35859,C93373,11,109,293,351307
R93374,P96442,C93374,60,16,470,451200
R93375,P49509,C93375,0,233,257,0
R93376,P40229,C93376,56,7,15,5880
R93377,P19909,C93377,44,352,12,185856
R93378,P94108,C93378,14,281,446,1754564
R93379,P77664,C93379,39,171,478,3187782
R93380,P28927,C93380,13,10,75,9750
R93381,P77947,C93381,34,279,213,2020518
R93382,P47243,C93382,89,70,172,1071560
R93383,P38573,C93383,4,317,163,206684
R93384,P38543,C93384,45,95,102,436050
R93385,P83870,C93385,11,105,437,504735
R93386,P78860,C93386,12,138,251,415656
R93387,P3897,C93387,88,46,444,1797312
R93388,P26262,C93388,10,0,19,0
R93389,P49575,C93389,10,304,362,1100480
R93390,P9062,C93390,91,266,97,2347982
R93391,P35007,C93391,7,104,408,297024
R93392,P38256,C93392,84,192,489,7886592
R93393,P2503,C93393,83,128,73,775552
R93394,P46118,C93394,18,27,212,103032
R93395,P27848,C93395,15,212,225,715500
R93396,P27504,C93396,78,189,450,6633900
R93397,P67196,C93397,6,358,499,1071852
R93398,P61520,C93398,79,276,190,4142760
R93399,P80042,C93399,61,90,48,263520
R93400,P65934,C93400,96,211,443,8973408
R93401,P66062,C93401,96,247,27,640224
R93402,P21534,C93402,33,75,93,230175
R93403,P98804,C93403,83,17,137,193307
R93404,P93052,C93404,25,280,171,1197000
R93405,P81905,C93405,77,156,207,2486484
R93406,P59227,C93406,23,309,138,980766
R93407,P68883,C93407,25,29,463,335675
R93408,P8661,C93408,43,45,416,804960
R93409,P75182,C93409,70,10,274,191800
R93410,P89442,C93410,72,291,276,5782752
R93411,P21956,C93411,6,118,259,183372
R93412,P29479,C93412,64,263,476,8012032
R93413,P54880,C93413,50,163,431,3512650
R93414,P90855,C93414,85,361,451,13838935
R93415,P94620,C93415,29,240,441,3069360
R93416,P865,C93416,1,216,252,54432
R93417,P41286,C93417,25,154,277,1066450
R93418,P74780,C93418,22,342,443,3333132
R93419,P71452,C93419,27,144,413,1605744
R93420,P32421,C93420,94,107,220,2212760
R93421,P30445,C93421,0,274,375,0
R93422,P57380,C93422,49,205,256,2571520
R93423,P62092,C93423,57,277,384,6062976
R93424,P83890,C93424,79,352,290,8064320
R93425,P73929,C93425,29,308,51,455532
R93426,P49250,C93426,63,57,401,1439991
R93427,P22254,C93427,74,78,356,2054832
R93428,P19917,C93428,42,133,130,726180
R93429,P16640,C93429,35,179,351,2199015
R93430,P21400,C93430,22,135,421,1250370
R93431,P90957,C93431,30,6,439,79020
R93432,P55079,C93432,4,138,313,172776
R93433,P18260,C93433,40,288,57,656640
R93434,P76684,C93434,36,265,115,1097100
R93435,P28817,C93435,48,158,309,2343456
R93436,P27043,C93436,47,174,488,3990864
R93437,P42133,C93437,21,64,342,459648
R93438,P40324,C93438,53,156,257,2124876
R93439,P2673,C93439,6,177,194,206028
R93440,P20244,C93440,100,340,320,10880000
R93441,P49234,C93441,12,277,28,93072
R93442,P92466,C93442,28,107,197,590212
R93443,P32028,C93443,100,119,500,5950000
R93444,P40381,C93444,50,154,254,1955800
R93445,P20414,C93445,14,34,235,111860
R93446,P59611,C93446,99,73,190,1373130
R93447,P96409,C93447,91,363,98,3237234
R93448,P57650,C93448,91,61,33,183183
R93449,P74642,C93449,87,239,483,10043019
R93450,P85269,C93450,24,91,6,13104
R93451,P49080,C93451,12,287,226,778344
R93452,P99273,C93452,66,3,494,97812
R93453,P27143,C93453,89,307,214,5847122
R93454,P49611,C93454,99,144,128,1824768
R93455,P56642,C93455,43,14,37,22274
R93456,P22873,C93456,42,19,151,120498
R93457,P18428,C93457,85,175,399,5935125
R93458,P72693,C93458,45,305,466,6395850
R93459,P17801,C93459,20,117,322,753480
R93460,P66765,C93460,71,319,167,3782383
R93461,P52302,C93461,35,107,239,895055
R93462,P86883,C93462,55,254,48,670560
R93463,P16090,C93463,6,316,279,528984
R93464,P36313,C93464,68,316,63,1353744
R93465,P37269,C93465,55,118,12,77880
R93466,P23412,C93466,33,187,472,2912712
R93467,P93121,C93467,13,272,142,502112
R93468,P23594,C93468,44,96,186,785664
R93469,P23457,C93469,86,283,494,12022972
R93470,P96631,C93470,91,301,288,7888608
R93471,P51206,C93471,85,250,170,3612500
R93472,P30942,C93472,54,59,11,35046
R93473,P59150,C93473,29,287,383,3187709
R93474,P17996,C93474,98,174,485,8270220
R93475,P96587,C93475,38,11,263,109934
R93476,P86512,C93476,65,352,216,4942080
R93477,P23794,C93477,84,203,368,6275136
R93478,P89572,C93478,91,19,40,69160
R93479,P41421,C93479,9,63,76,43092
R93480,P21412,C93480,68,232,71,1120096
R93481,P45307,C93481,71,86,69,421314
R93482,P17176,C93482,12,345,386,1598040
R93483,P73161,C93483,75,313,160,3756000
R93484,P86366,C93484,43,168,202,1459248
R93485,P20781,C93485,84,105,55,485100
R93486,P85165,C93486,77,241,176,3266032
R93487,P3898,C93487,4,335,77,103180
R93488,P75582,C93488,67,60,259,1041180
R93489,P69230,C93489,14,190,277,736820
R93490,P601,C93490,97,351,249,8477703
R93491,P39186,C93491,53,55,106,308990
R93492,P52063,C93492,43,171,200,1470600
R93493,P20395,C93493,25,211,440,2321000
R93494,P50722,C93494,26,276,432,3100032
R93495,P19698,C93495,98,54,498,2635416
R93496,P59129,C93496,2,260,75,39000
R93497,P40088,C93497,61,352,337,7236064
R93498,P91542,C93498,29,275,422,3365450
R93499,P14597,C93499,5,23,194,22310
R93500,P55474,C93500,71,120,5,42600
R93501,P44221,C93501,58,351,63,1282554
R93502,P91159,C93502,48,225,202,2181600
R93503,P72387,C93503,72,15,205,221400
R93504,P43351,C93504,16,194,290,900160
R93505,P99606,C93505,23,340,251,1962820
R93506,P99949,C93506,67,44,63,185724
R93507,P93502,C93507,12,90,154,166320
R93508,P48544,C93508,39,160,414,2583360
R93509,P10130,C93509,48,265,430,5469600
R93510,P56347,C93510,98,295,474,13703340
R93511,P94418,C93511,1,49,415,20335
R93512,P58557,C93512,52,36,80,149760
R93513,P48343,C93513,11,282,233,722766
R93514,P85758,C93514,15,307,201,925605
R93515,P13323,C93515,9,130,295,345150
R93516,P1273,C93516,86,246,210,4442760
R93517,P36661,C93517,71,289,313,6422447
R93518,P3287,C93518,91,268,322,7852936
R93519,P16583,C93519,80,246,213,4191840
R93520,P44187,C93520,13,113,396,581724
R93521,P21029,C93521,49,94,184,847504
R93522,P79783,C93522,66,349,87,2003958
R93523,P5840,C93523,89,358,439,13987418
R93524,P13412,C93524,48,167,263,2108208
R93525,P65819,C93525,32,179,237,1357536
R93526,P33955,C93526,88,341,214,6421712
R93527,P3358,C93527,99,311,129,3971781
R93528,P12828,C93528,68,210,28,399840
R93529,P90301,C93529,75,8,422,253200
R93530,P94991,C93530,12,180,88,190080
R93531,P61285,C93531,84,303,126,3206952
R93532,P51167,C93532,91,288,66,1729728
R93533,P51071,C93533,47,323,15,227715
R93534,P77464,C93534,43,7,311,93611
R93535,P31574,C93535,73,318,81,1880334
R93536,P26033,C93536,89,34,299,904774
R93537,P9791,C93537,89,357,82,2605386
R93538,P20081,C93538,41,213,374,3266142
R93539,P69925,C93539,19,243,231,1066527
R93540,P15451,C93540,96,300,5,144000
R93541,P23312,C93541,64,148,17,161024
R93542,P97895,C93542,65,247,406,6518330
R93543,P92877,C93543,29,21,396,241164
R93544,P76320,C93544,67,143,61,584441
R93545,P17312,C93545,61,242,2,29524
R93546,P6288,C93546,89,360,195,6247800
R93547,P4232,C93547,10,108,11,11880
R93548,P81198,C93548,43,265,197,2244815
R93549,P81448,C93549,40,341,355,4842200
R93550,P99994,C93550,62,328,61,1240496
R93551,P13789,C93551,37,138,81,413586
R93552,P98864,C93552,41,149,72,439848
R93553,P77546,C93553,52,286,56,832832
R93554,P3899,C93554,81,11,58,51678
R93555,P12526,C93555,21,320,225,1512000
R93556,P71209,C93556,74,158,220,2572240
R93557,P20360,C93557,7,215,25,37625
R93558,P26497,C93558,10,258,314,810120
R93559,P36332,C93559,28,184,281,1447712
R93560,P23319,C93560,22,246,55,297660
R93561,P93353,C93561,4,318,261,331992
R93562,P2391,C93562,17,142,203,490042
R93563,P90255,C93563,74,188,388,5397856
R93564,P8900,C93564,31,318,341,3361578
R93565,P97561,C93565,59,170,224,2246720
R93566,P48158,C93566,100,44,114,501600
R93567,P91099,C93567,75,256,25,480000
R93568,P61130,C93568,55,269,176,2603920
R93569,P47383,C93569,72,181,361,4704552
R93570,P34475,C93570,26,114,63,186732
R93571,P24687,C93571,49,271,495,6573105
R93572,P92228,C93572,54,189,357,3643542
R93573,P78270,C93573,92,29,462,1232616
R93574,P584,C93574,98,247,426,10311756
R93575,P15896,C93575,28,110,254,782320
R93576,P40813,C93576,92,25,338,777400
R93577,P81641,C93577,42,360,99,1496880
R93578,P83294,C93578,15,165,195,482625
R93579,P98103,C93579,76,57,99,428868
R93580,P74422,C93580,37,107,149,589891
R93581,P27201,C93581,0,43,105,0
R93582,P28149,C93582,25,24,81,48600
R93583,P58449,C93583,70,358,191,4786460
R93584,P4229,C93584,80,48,466,1789440
R93585,P1972,C93585,74,168,321,3990672
R93586,P2767,C93586,12,38,265,120840
R93587,P22379,C93587,57,331,351,6622317
R93588,P44297,C93588,19,174,371,1226526
R93589,P12882,C93589,39,309,399,4808349
R93590,P42595,C93590,37,75,303,840825
R93591,P67794,C93591,57,44,55,137940
R93592,P69163,C93592,79,72,481,2735928
R93593,P88233,C93593,66,17,441,494802
R93594,P10666,C93594,93,355,149,4919235
R93595,P16305,C93595,4,358,126,180432
R93596,P49306,C93596,99,324,249,7986924
R93597,P92424,C93597,69,110,469,3559710
R93598,P45600,C93598,41,105,494,2126670
R93599,P34703,C93599,45,262,17,200430
R93600,P37505,C93600,51,276,487,6855012
R93601,P97785,C93601,91,197,337,6041399
R93602,P64247,C93602,95,186,132,2332440
R93603,P33655,C93603,56,50,115,322000
R93604,P97505,C93604,13,3,57,2223
R93605,P3957,C93605,13,22,447,127842
R93606,P52413,C93606,6,165,11,10890
R93607,P87300,C93607,71,114,269,2177286
R93608,P85944,C93608,78,95,148,1096680
R93609,P71481,C93609,53,260,330,4547400
R93610,P75275,C93610,19,195,487,1804335
R93611,P64327,C93611,2,138,296,81696
R93612,P99606,C93612,86,64,408,2245632
R93613,P5773,C93613,88,66,293,1701744
R93614,P98637,C93614,21,4,174,14616
R93615,P85085,C93615,1,279,21,5859
R93616,P22403,C93616,99,136,305,4106520
R93617,P2950,C93617,25,46,56,64400
R93618,P77205,C93618,39,26,333,337662
R93619,P78147,C93619,96,86,108,891648
R93620,P45578,C93620,87,23,209,418209
R93621,P96718,C93621,23,42,411,397026
R93622,P70488,C93622,68,171,307,3569796
R93623,P4271,C93623,70,272,477,9082080
R93624,P53033,C93624,42,218,209,1913604
R93625,P85422,C93625,68,132,404,3626304
R93626,P3832,C93626,47,1,191,8977
R93627,P52358,C93627,3,75,463,104175
R93628,P32153,C93628,53,76,351,1413828
R93629,P92188,C93629,60,338,488,9896640
R93630,P22501,C93630,55,105,84,485100
R93631,P76129,C93631,86,31,470,1253020
R93632,P64201,C93632,57,156,441,3921372
R93633,P39370,C93633,90,314,426,12038760
R93634,P59374,C93634,98,252,466,11508336
R93635,P49318,C93635,98,12,130,152880
R93636,P70205,C93636,64,358,186,4261632
R93637,P91804,C93637,6,353,410,868380
R93638,P70738,C93638,98,328,497,15975568
R93639,P91613,C93639,79,236,71,1323724
R93640,P41256,C93640,48,30,139,200160
R93641,P51202,C93641,73,199,447,6493569
R93642,P23434,C93642,72,83,350,2091600
R93643,P21444,C93643,6,324,364,707616
R93644,P78958,C93644,76,89,260,1758640
R93645,P61232,C93645,37,24,63,55944
R93646,P90013,C93646,40,32,58,74240
R93647,P94488,C93647,23,365,326,2736770
R93648,P59430,C93648,83,40,442,1467440
R93649,P21328,C93649,3,141,32,13536
R93650,P16578,C93650,98,87,163,1389738
R93651,P8416,C93651,17,237,111,447219
R93652,P90176,C93652,34,63,70,149940
R93653,P12114,C93653,92,57,291,1526004
R93654,P64694,C93654,61,108,319,2101572
R93655,P6967,C93655,70,132,207,1912680
R93656,P17666,C93656,100,308,306,9424800
R93657,P71946,C93657,99,161,360,5738040
R93658,P6917,C93658,16,290,122,566080
R93659,P18460,C93659,91,252,81,1857492
R93660,P10264,C93660,96,177,338,5743296
R93661,P9180,C93661,36,229,263,2168172
R93662,P65743,C93662,58,320,339,6291840
R93663,P16398,C93663,96,24,376,866304
R93664,P88468,C93664,55,166,413,3770690
R93665,P45250,C93665,54,263,413,5865426
R93666,P82400,C93666,9,122,241,264618
R93667,P3812,C93667,10,267,393,1049310
R93668,P60013,C93668,4,194,225,174600
R93669,P52910,C93669,25,114,351,1000350
R93670,P91067,C93670,92,44,361,1461328
R93671,P26695,C93671,87,4,278,96744
R93672,P10817,C93672,32,269,319,2745952
R93673,P59002,C93673,85,322,163,4461310
R93674,P23452,C93674,85,289,260,6386900
R93675,P22370,C93675,97,1,191,18527
R93676,P77170,C93676,36,164,254,1499616
R93677,P10086,C93677,69,153,203,2143071
R93678,P64418,C93678,31,42,459,597618
R93679,P83644,C93679,83,308,360,9203040
R93680,P43273,C93680,29,89,136,351016
R93681,P19717,C93681,33,252,220,1829520
R93682,P31810,C93682,94,154,391,5660116
R93683,P99122,C93683,50,162,240,1944000
R93684,P62572,C93684,25,198,489,2420550
R93685,P3362,C93685,96,187,37,664224
R93686,P72815,C93686,53,335,102,1811010
R93687,P18772,C93687,28,342,465,4452840
R93688,P23426,C93688,52,88,261,1194336
R93689,P22293,C93689,65,73,78,370110
R93690,P14898,C93690,3,123,217,80073
R93691,P22509,C93691,19,217,286,1179178
R93692,P88679,C93692,92,274,426,10738608
R93693,P77310,C93693,11,287,63,198891
R93694,P68836,C93694,37,195,142,1024530
R93695,P4366,C93695,12,181,268,582096
R93696,P86812,C93696,3,156,442,206856
R93697,P92440,C93697,24,189,428,1941408
R93698,P67925,C93698,24,351,237,1996488
R93699,P35498,C93699,28,63,418,737352
R93700,P97324,C93700,77,170,370,4843300
R93701,P12627,C93701,31,350,305,3309250
R93702,P14002,C93702,30,341,351,3590730
R93703,P58122,C93703,7,189,428,566244
R93704,P66854,C93704,63,262,62,1023372
R93705,P24719,C93705,94,35,244,802760
R93706,P77816,C93706,82,164,342,4599216
R93707,P93222,C93707,86,120,157,1620240
R93708,P56267,C93708,71,304,449,9691216
R93709,P3377,C93709,26,71,305,563030
R93710,P52017,C93710,74,309,157,3589962
R93711,P31182,C93711,59,0,325,0
R93712,P36951,C93712,30,349,213,2230110
R93713,P57468,C93713,20,117,491,1148940
R93714,P89757,C93714,89,76,31,209684
R93715,P39318,C93715,18,300,128,691200
R93716,P48556,C93716,77,36,85,235620
R93717,P12079,C93717,72,90,206,1334880
R93718,P56840,C93718,26,338,384,3374592
R93719,P12393,C93719,64,241,284,4380416
R93720,P91641,C93720,32,196,401,2515072
R93721,P83297,C93721,15,63,212,200340
R93722,P58263,C93722,56,320,132,2365440
R93723,P23088,C93723,87,210,283,5170410
R93724,P24109,C93724,97,172,420,7007280
R93725,P11886,C93725,98,239,188,4403336
R93726,P84488,C93726,88,288,301,7628544
R93727,P96687,C93727,87,31,286,771342
R93728,P58913,C93728,58,255,286,4229940
R93729,P53159,C93729,32,184,456,2684928
R93730,P117,C93730,48,95,106,483360
R93731,P21382,C93731,84,89,193,1442868
R93732,P43556,C93732,85,216,155,2845800
R93733,P48716,C93733,71,161,307,3509317
R93734,P99783,C93734,82,329,308,8309224
R93735,P23607,C93735,3,263,124,97836
R93736,P46683,C93736,51,30,313,478890
R93737,P49341,C93737,36,71,367,938052
R93738,P99039,C93738,88,261,162,3720816
R93739,P70463,C93739,67,282,113,2135022
R93740,P28109,C93740,96,172,191,3153792
R93741,P18724,C93741,84,84,268,1891008
R93742,P50424,C93742,63,150,37,349650
R93743,P80002,C93743,5,232,132,153120
R93744,P86613,C93744,85,346,472,13881520
R93745,P89241,C93745,53,152,210,1691760
R93746,P55325,C93746,43,337,497,7202027
R93747,P92111,C93747,86,327,271,7621062
R93748,P34925,C93748,92,219,56,1128288
R93749,P60581,C93749,30,335,256,2572800
R93750,P12488,C93750,100,137,86,1178200
R93751,P26608,C93751,56,203,244,2773792
R93752,P41612,C93752,5,21,321,33705
R93753,P7329,C93753,72,177,310,3950640
R93754,P63460,C93754,44,312,152,2086656
R93755,P49662,C93755,41,256,312,3274752
R93756,P51138,C93756,94,363,183,6244326
R93757,P24391,C93757,49,207,130,1318590
R93758,P47952,C93758,8,102,307,250512
R93759,P15598,C93759,6,47,275,77550
R93760,P41248,C93760,55,107,415,2442275
R93761,P29430,C93761,80,188,379,5700160
R93762,P65653,C93762,42,194,203,1654044
R93763,P46214,C93763,20,280,434,2430400
R93764,P818,C93764,72,74,131,697968
R93765,P78077,C93765,2,82,118,19352
R93766,P50264,C93766,21,57,269,321993
R93767,P31717,C93767,89,106,119,1122646
R93768,P89484,C93768,79,161,436,5545484
R93769,P20317,C93769,1,138,298,41124
R93770,P43971,C93770,80,49,354,1387680
R93771,P42330,C93771,24,224,126,677376
R93772,P96409,C93772,49,361,235,4156915
R93773,P7581,C93773,29,341,433,4281937
R93774,P80077,C93774,36,351,463,5850468
R93775,P75296,C93775,34,1,222,7548
R93776,P85190,C93776,87,254,221,4883658
R93777,P50624,C93777,57,127,138,998982
R93778,P74654,C93778,84,213,10,178920
R93779,P79903,C93779,7,63,14,6174
R93780,P65106,C93780,78,146,78,888264
R93781,P21031,C93781,96,55,434,2291520
R93782,P92204,C93782,6,280,71,119280
R93783,P81401,C93783,48,357,421,7214256
R93784,P67968,C93784,79,247,456,8897928
R93785,P47778,C93785,76,363,433,11945604
R93786,P68982,C93786,36,308,168,1862784
R93787,P14092,C93787,83,169,192,2693184
R93788,P18610,C93788,80,196,207,3245760
R93789,P16251,C93789,83,31,385,990605
R93790,P80377,C93790,84,211,294,5210856
R93791,P83579,C93791,41,132,6,32472
R93792,P74075,C93792,49,220,252,2716560
R93793,P45109,C93793,81,222,43,773226
R93794,P10796,C93794,57,88,293,1469688
R93795,P95346,C93795,65,63,375,1535625
R93796,P7035,C93796,10,117,240,280800
R93797,P80950,C93797,45,267,297,3568455
R93798,P97240,C93798,81,273,493,10901709
R93799,P89157,C93799,100,43,35,150500
R93800,P46141,C93800,76,178,468,6331104
R93801,P82771,C93801,100,153,283,4329900
R93802,P30220,C93802,68,123,478,3997992
R93803,P8221,C93803,17,288,488,2389248
R93804,P10326,C93804,64,28,465,833280
R93805,P53734,C93805,15,99,98,145530
R93806,P88192,C93806,68,311,101,2135948
R93807,P12741,C93807,19,112,15,31920
R93808,P59180,C93808,39,194,379,2867514
R93809,P87934,C93809,5,54,419,113130
R93810,P77853,C93810,20,159,294,934920
R93811,P88565,C93811,71,124,213,1875252
R93812,P99598,C93812,21,260,347,1894620
R93813,P41932,C93813,94,62,268,1561904
R93814,P26917,C93814,95,239,91,2066155
R93815,P83633,C93815,25,52,18,23400
R93816,P8332,C93816,3,52,172,26832
R93817,P75711,C93817,31,183,356,2019588
R93818,P48471,C93818,64,7,120,53760
R93819,P73398,C93819,37,89,293,964849
R93820,P30157,C93820,36,285,486,4986360
R93821,P72441,C93821,34,83,331,934082
R93822,P56032,C93822,78,289,203,4576026
R93823,P25635,C93823,79,106,313,2621062
R93824,P88309,C93824,37,47,214,372146
R93825,P88804,C93825,23,273,462,2900898
R93826,P33853,C93826,14,282,309,1219932
R93827,P88147,C93827,57,103,372,2184012
R93828,P54009,C93828,51,61,448,1393728
R93829,P38081,C93829,30,206,84,519120
R93830,P67239,C93830,55,188,263,2719420
R93831,P46710,C93831,100,186,486,9039600
R93832,P39434,C93832,69,348,392,9412704
R93833,P7695,C93833,13,298,105,406770
R93834,P81185,C93834,99,339,333,11175813
R93835,P46093,C93835,11,160,401,705760
R93836,P42214,C93836,77,52,405,1621620
R93837,P69114,C93837,76,306,74,1720944
R93838,P5378,C93838,81,66,424,2266704
R93839,P81938,C93839,50,113,283,1598950
R93840,P26676,C93840,73,209,333,5080581
R93841,P56023,C93841,56,1,404,22624
R93842,P46520,C93842,37,153,368,2083248
R93843,P59311,C93843,30,58,255,443700
R93844,P91351,C93844,62,197,145,1771030
R93845,P33620,C93845,59,61,336,1209264
R93846,P29859,C93846,50,147,59,433650
R93847,P40105,C93847,43,290,264,3292080
R93848,P24074,C93848,54,168,101,916272
R93849,P14934,C93849,79,328,350,9069200
R93850,P47249,C93850,56,135,251,1897560
R93851,P59520,C93851,8,233,442,823888
R93852,P30619,C93852,46,174,404,3233616
R93853,P10643,C93853,64,252,342,5515776
R93854,P55917,C93854,99,281,311,8651709
R93855,P55594,C93855,57,16,251,228912
R93856,P74352,C93856,63,60,28,105840
R93857,P65236,C93857,85,364,283,8756020
R93858,P81377,C93858,56,164,407,3737888
R93859,P72231,C93859,7,52,376,136864
R93860,P74128,C93860,36,84,349,1055376
R93861,P98576,C93861,18,216,293,1139184
R93862,P57979,C93862,23,324,437,3256524
R93863,P889,C93863,74,173,388,4967176
R93864,P36543,C93864,40,88,396,1393920
R93865,P93713,C93865,11,307,478,1614206
R93866,P81570,C93866,66,67,205,906510
R93867,P79462,C93867,8,105,393,330120
R93868,P72309,C93868,78,268,272,5685888
R93869,P67294,C93869,3,66,402,79596
R93870,P43628,C93870,18,129,395,917190
R93871,P90531,C93871,87,171,489,7274853
R93872,P93723,C93872,10,277,456,1263120
R93873,P65233,C93873,64,182,149,1735552
R93874,P10244,C93874,72,84,145,876960
R93875,P98813,C93875,15,240,18,64800
R93876,P74752,C93876,79,353,197,5493739
R93877,P37663,C93877,72,140,237,2388960
R93878,P26005,C93878,16,21,409,137424
R93879,P33062,C93879,8,227,218,395888
R93880,P61570,C93880,62,71,89,391778
R93881,P78563,C93881,9,29,175,45675
R93882,P80809,C93882,31,171,163,864063
R93883,P65393,C93883,50,69,51,175950
R93884,P91336,C93884,9,100,308,277200
R93885,P1623,C93885,52,304,44,695552
R93886,P89262,C93886,16,258,365,1506720
R93887,P59472,C93887,68,268,136,2478464
R93888,P30836,C93888,80,326,255,6650400
R93889,P59356,C93889,19,44,238,198968
R93890,P67528,C93890,17,117,434,863226
R93891,P39812,C93891,72,250,427,7686000
R93892,P38664,C93892,75,23,106,182850
R93893,P27205,C93893,90,44,306,1211760
R93894,P94329,C93894,79,136,381,4093464
R93895,P8723,C93895,98,177,390,6764940
R93896,P26918,C93896,10,144,484,696960
R93897,P68602,C93897,19,51,498,482562
R93898,P74888,C93898,0,46,404,0
R93899,P5677,C93899,55,93,343,1754445
R93900,P55557,C93900,22,293,25,161150
R93901,P25485,C93901,63,340,392,8396640
R93902,P74242,C93902,76,127,272,2625344
R93903,P35385,C93903,68,222,89,1343544
R93904,P860,C93904,1,268,358,95944
R93905,P65901,C93905,98,323,320,10129280
R93906,P26243,C93906,47,238,320,3579520
R93907,P28170,C93907,9,203,346,632142
R93908,P41176,C93908,8,325,408,1060800
R93909,P312,C93909,36,212,109,831888
R93910,P29684,C93910,11,197,50,108350
R93911,P79303,C93911,88,169,146,2171312
R93912,P41592,C93912,88,99,90,784080
R93913,P8668,C93913,7,303,310,657510
R93914,P64731,C93914,71,356,464,11728064
R93915,P23312,C93915,94,160,67,1007680
R93916,P80656,C93916,4,264,151,159456
R93917,P58349,C93917,59,274,350,5658100
R93918,P87024,C93918,88,37,497,1618232
R93919,P64193,C93919,93,120,362,4039920
R93920,P41391,C93920,0,312,499,0
R93921,P13211,C93921,100,42,13,54600
R93922,P98492,C93922,21,9,140,26460
R93923,P98411,C93923,8,78,371,231504
R93924,P84590,C93924,86,301,299,7739914
R93925,P64936,C93925,87,166,302,4361484
R93926,P56777,C93926,51,131,397,2652357
R93927,P64108,C93927,19,188,421,1503812
R93928,P91163,C93928,6,295,470,831900
R93929,P18654,C93929,32,176,16,90112
R93930,P10900,C93930,18,282,477,2421252
R93931,P74915,C93931,26,268,168,1170624
R93932,P1266,C93932,58,97,201,1130826
R93933,P97296,C93933,72,248,97,1732032
R93934,P72657,C93934,99,17,469,789327
R93935,P14113,C93935,60,349,444,9297360
R93936,P50647,C93936,94,268,124,3123808
R93937,P17682,C93937,31,315,389,3798585
R93938,P70410,C93938,80,214,63,1078560
R93939,P69685,C93939,90,253,90,2049300
R93940,P46885,C93940,7,209,126,184338
R93941,P90276,C93941,22,143,167,525382
R93942,P12442,C93942,6,246,212,312912
R93943,P13281,C93943,22,110,297,718740
R93944,P49556,C93944,66,358,209,4938252
R93945,P22296,C93945,64,79,150,758400
R93946,P33464,C93946,76,331,271,6817276
R93947,P18649,C93947,12,35,491,206220
R93948,P89144,C93948,31,193,20,119660
R93949,P87957,C93949,26,58,107,161356
R93950,P3837,C93950,32,333,295,3143520
R93951,P28648,C93951,25,73,391,713575
R93952,P3109,C93952,57,335,307,5862165
R93953,P55463,C93953,16,14,104,23296
R93954,P2503,C93954,88,117,454,4674384
R93955,P24380,C93955,43,229,239,2353433
R93956,P76922,C93956,98,208,346,7052864
R93957,P87098,C93957,100,358,254,9093200
R93958,P98997,C93958,36,261,142,1334232
R93959,P57138,C93959,91,88,112,896896
R93960,P77852,C93960,26,133,103,356174
R93961,P25999,C93961,30,97,239,695490
