020-08-11 01:17:10,951 charges_calc.py:163 DEBUG [RNT051] Value 'units_rented' read as 6
2020-08-11 13:46:25,539 charges_calc.py:163 DEBUG [RNT924] Value 'rental_start' read as 5/12/18
2020-08-11 13:46:25,539 charges_calc.py:163 DEBUG [RNT924] Value 'rental_end' read as 4/3/16
2020-08-11 13:46:25,539 charges_calc.py:163 DEBUG [RNT924] Value 'price_per_day' read as 31
2020-08-11 13:46:25,539 charges_calc.py:163 DEBUG [RNT924] Value 'units_rented' read as 9
2020-08-11 13:46:25,539 charges_calc.py:177 DEBUG [RNT924] Value total_days set as -769
2020-08-11 13:46:25,539 charges_calc.py:177 DEBUG [RNT924] Value total_price set as -23839.0
2020-08-11 13:46:25,539 charges_calc.py:175 WARNING [RNT924] Unabled to calculate total_sqrt. Using 0.0
2020-08-11 13:46:25,539 charges_calc.py:177 DEBUG [RNT924] Value total_sqrt set as 0.0
2020-08-11 13:46:25,539 charges_calc.py:177 DEBUG [RNT924] Value unit_cost set as -2648.777777777778
2020-08-11 13:46:25,539 charges_calc.py:163 DEBUG [RNT925] Value 'product_code' read as PRD72
2020-08-11 13:46:25,554 charges_calc.py:163 DEBUG [RNT925] Value 'rental_start' read as 1/15/17
2020-08-11 13:46:25,554 charges_calc.py:163 DEBUG [RNT925] Value 'rental_end' read as 6/26/18
2020-08-11 13:46:25,554 charges_calc.py:163 DEBUG [RNT925] Value 'price_per_day' read as 31
2020-08-11 13:46:25,554 charges_calc.py:163 DEBUG [RNT925] Value 'units_rented' read as 10
2020-08-11 13:46:25,554 charges_calc.py:177 DEBUG [RNT925] Value total_days set as 527
2020-08-11 13:46:25,554 charges_calc.py:177 DEBUG [RNT925] Value total_price set as 16337.0
2020-08-11 13:46:25,554 charges_calc.py:177 DEBUG [RNT925] Value total_sqrt set as 127.81627439414747
2020-08-11 13:46:25,554 charges_calc.py:177 DEBUG [RNT925] Value unit_cost set as 1633.7
2020-08-11 13:46:25,554 charges_calc.py:163 DEBUG [RNT926] Value 'product_code' read as PRD44
2020-08-11 13:46:25,554 charges_calc.py:163 DEBUG [RNT926] Value 'rental_start' read as 9/8/17
2020-08-11 13:46:25,554 charges_calc.py:163 DEBUG [RNT926] Value 'rental_end' read as 4/12/17
2020-08-11 13:46:25,554 charges_calc.py:163 DEBUG [RNT926] Value 'price_per_day' read as 37
2020-08-11 13:46:25,554 charges_calc.py:163 DEBUG [RNT926] Value 'units_rented' read as 8
2020-08-11 13:46:25,554 charges_calc.py:177 DEBUG [RNT926] Value total_days set as -149
2020-08-11 13:46:25,554 charges_calc.py:177 DEBUG [RNT926] Value total_price set as -5513.0
2020-08-11 13:46:25,554 charges_calc.py:175 WARNING [RNT926] Unabled to calculate total_sqrt. Using 0.0
2020-08-11 13:46:25,554 charges_calc.py:177 DEBUG [RNT926] Value total_sqrt set as 0.0
2020-08-11 13:46:25,554 charges_calc.py:177 DEBUG [RNT926] Value unit_cost set as -689.125
2020-08-11 13:46:25,554 charges_calc.py:163 DEBUG [RNT927] Value 'product_code' read as PRD61
2020-08-11 13:46:25,554 charges_calc.py:163 DEBUG [RNT927] Value 'rental_start' read as 8/17/17
2020-08-11 13:46:25,554 charges_calc.py:163 DEBUG [RNT927] Value 'rental_end' read as 7/18/17
2020-08-11 13:46:25,554 charges_calc.py:163 DEBUG [RNT927] Value 'price_per_day' read as 19
2020-08-11 13:46:25,554 charges_calc.py:163 DEBUG [RNT927] Value 'units_rented' read as 3
2020-08-11 13:46:25,570 charges_calc.py:177 DEBUG [RNT927] Value total_days set as -30
2020-08-11 13:46:25,570 charges_calc.py:177 DEBUG [RNT927] Value total_price set as -570.0
2020-08-11 13:46:25,570 charges_calc.py:175 WARNING [RNT927] Unabled to calculate total_sqrt. Using 0.0
2020-08-11 13:46:25,570 charges_calc.py:177 DEBUG [RNT927] Value total_sqrt set as 0.0
2020-08-11 13:46:25,570 charges_calc.py:177 DEBUG [RNT927] Value unit_cost set as -190.0
2020-08-11 13:46:25,570 charges_calc.py:163 DEBUG [RNT928] Value 'product_code' read as PRD66
2020-08-11 13:46:25,570 charges_calc.py:163 DEBUG [RNT928] Value 'rental_start' read as 10/10/17
2020-08-11 13:46:25,570 charges_calc.py:163 DEBUG [RNT928] Value 'rental_end' read as 4/1/16
2020-08-11 13:46:25,570 charges_calc.py:163 DEBUG [RNT928] Value 'price_per_day' read as 11
2020-08-11 13:46:25,570 charges_calc.py:163 DEBUG [RNT928] Value 'units_rented' read as 3
2020-08-11 13:46:25,570 charges_calc.py:177 DEBUG [RNT928] Value total_days set as -557
2020-08-11 13:46:25,570 charges_calc.py:177 DEBUG [RNT928] Value total_price set as -6127.0
2020-08-11 13:46:25,570 charges_calc.py:175 WARNING [RNT928] Unabled to calculate total_sqrt. Using 0.0
2020-08-11 13:46:25,570 charges_calc.py:177 DEBUG [RNT928] Value total_sqrt set as 0.0
2020-08-11 13:46:25,570 charges_calc.py:177 DEBUG [RNT928] Value unit_cost set as -2042.3333333333333
2020-08-11 13:46:25,570 charges_calc.py:163 DEBUG [RNT929] Value 'product_code' read as PRD40
2020-08-11 13:46:25,570 charges_calc.py:163 DEBUG [RNT929] Value 'rental_start' read as 12/6/16
2020-08-11 13:46:25,570 charges_calc.py:163 DEBUG [RNT929] Value 'rental_end' read as 12/2/17
2020-08-11 13:46:25,570 charges_calc.py:163 DEBUG [RNT929] Value 'price_per_day' read as 8
2020-08-11 13:46:25,570 charges_calc.py:163 DEBUG [RNT929] Value 'units_rented' read as 10
2020-08-11 13:46:25,570 charges_calc.py:177 DEBUG [RNT929] Value total_days set as 361
2020-08-11 13:46:25,570 charges_calc.py:177 DEBUG [RNT929] Value total_price set as 2888.0
2020-08-11 13:46:25,570 charges_calc.py:177 DEBUG [RNT929] Value total_sqrt set as 53.74011537017761
2020-08-11 13:46:25,570 charges_calc.py:177 DEBUG [RNT929] Value unit_cost set as 288.8
2020-08-11 13:46:25,570 charges_calc.py:163 DEBUG [RNT930] Value 'product_code' read as PRD50
2020-08-11 13:46:25,570 charges_calc.py:163 DEBUG [RNT930] Value 'rental_start' read as 1/11/17
2020-08-11 13:46:25,570 charges_calc.py:163 DEBUG [RNT930] Value 'rental_end' read as 8/4/16
2020-08-11 13:46:25,570 charges_calc.py:163 DEBUG [RNT930] Value 'price_per_day' read as 32
2020-08-11 13:46:25,570 charges_calc.py:163 DEBUG [RNT930] Value 'units_rented' read as 4
2020-08-11 13:46:25,570 charges_calc.py:177 DEBUG [RNT930] Value total_days set as -160
2020-08-11 13:46:25,570 charges_calc.py:177 DEBUG [RNT930] Value total_price set as -5120.0
2020-08-11 13:46:25,570 charges_calc.py:175 WARNING [RNT930] Unabled to calculate total_sqrt. Using 0.0
2020-08-11 13:46:25,570 charges_calc.py:177 DEBUG [RNT930] Value total_sqrt set as 0.0
2020-08-11 13:46:25,570 charges_calc.py:177 DEBUG [RNT930] Value unit_cost set as -1280.0
2020-08-11 13:46:25,570 charges_calc.py:163 DEBUG [RNT931] Value 'product_code' read as PRD94
2020-08-11 13:46:25,570 charges_calc.py:163 DEBUG [RNT931] Value 'rental_start' read as 3/17/18
2020-08-11 13:46:25,570 charges_calc.py:163 DEBUG [RNT931] Value 'rental_end' read as 11/24/16
2020-08-11 13:46:25,570 charges_calc.py:163 DEBUG [RNT931] Value 'price_per_day' read as 38
2020-08-11 13:46:25,570 charges_calc.py:163 DEBUG [RNT931] Value 'units_rented' read as 5
2020-08-11 13:46:25,570 charges_calc.py:177 DEBUG [RNT931] Value total_days set as -478
2020-08-11 13:46:25,570 charges_calc.py:177 DEBUG [RNT931] Value total_price set as -18164.0
2020-08-11 13:46:25,570 charges_calc.py:175 WARNING [RNT931] Unabled to calculate total_sqrt. Using 0.0
2020-08-11 13:46:25,570 charges_calc.py:177 DEBUG [RNT931] Value total_sqrt set as 0.0
2020-08-11 13:46:25,570 charges_calc.py:177 DEBUG [RNT931] Value unit_cost set as -3632.8
2020-08-11 13:46:25,570 charges_calc.py:163 DEBUG [RNT932] Value 'product_code' read as PRD63
2020-08-11 13:46:25,570 charges_calc.py:163 DEBUG [RNT932] Value 'rental_start' read as 5/15/18
2020-08-11 13:46:25,570 charges_calc.py:163 DEBUG [RNT932] Value 'rental_end' read as 4/30/16
2020-08-11 13:46:25,570 charges_calc.py:163 DEBUG [RNT932] Value 'price_per_day' read as 40
2020-08-11 13:46:25,570 charges_calc.py:163 DEBUG [RNT932] Value 'units_rented' read as 3
2020-08-11 13:46:25,586 charges_calc.py:177 DEBUG [RNT932] Value total_days set as -745
2020-08-11 13:46:25,586 charges_calc.py:177 DEBUG [RNT932] Value total_price set as -29800.0
2020-08-11 13:46:25,586 charges_calc.py:175 WARNING [RNT932] Unabled to calculate total_sqrt. Using 0.0
2020-08-11 13:46:25,586 charges_calc.py:177 DEBUG [RNT932] Value total_sqrt set as 0.0
2020-08-11 13:46:25,586 charges_calc.py:177 DEBUG [RNT932] Value unit_cost set as -9933.333333333334
2020-08-11 13:46:25,586 charges_calc.py:163 DEBUG [RNT933] Value 'product_code' read as PRD57
2020-08-11 13:46:25,586 charges_calc.py:163 DEBUG [RNT933] Value 'rental_start' read as 4/4/16
2020-08-11 13:46:25,586 charges_calc.py:163 DEBUG [RNT933] Value 'rental_end' read as 7/31/16
2020-08-11 13:46:25,586 charges_calc.py:163 DEBUG [RNT933] Value 'price_per_day' read as 7
2020-08-11 13:46:25,586 charges_calc.py:163 DEBUG [RNT933] Value 'units_rented' read as 8
2020-08-11 13:46:25,586 charges_calc.py:177 DEBUG [RNT933] Value total_days set as 118
2020-08-11 13:46:25,586 charges_calc.py:177 DEBUG [RNT933] Value total_price set as 826.0
2020-08-11 13:46:25,586 charges_calc.py:177 DEBUG [RNT933] Value total_sqrt set as 28.74021572639983
2020-08-11 13:46:25,586 charges_calc.py:177 DEBUG [RNT933] Value unit_cost set as 103.25
2020-08-11 13:46:25,586 charges_calc.py:163 DEBUG [RNT934] Value 'product_code' read as PRD6
2020-08-11 13:46:25,586 charges_calc.py:163 DEBUG [RNT934] Value 'rental_start' read as 10/21/16
2020-08-11 13:46:25,586 charges_calc.py:163 DEBUG [RNT934] Value 'rental_end' read as 12/15/18
2020-08-11 13:46:25,586 charges_calc.py:163 DEBUG [RNT934] Value 'price_per_day' read as 36
2020-08-11 13:46:25,586 charges_calc.py:163 DEBUG [RNT934] Value 'units_rented' read as 10
2020-08-11 13:46:25,586 charges_calc.py:177 DEBUG [RNT934] Value total_days set as 785
2020-08-11 13:46:25,586 charges_calc.py:177 DEBUG [RNT934] Value total_price set as 28260.0
2020-08-11 13:46:25,586 charges_calc.py:177 DEBUG [RNT934] Value total_sqrt set as 168.1071087134628
2020-08-11 13:46:25,586 charges_calc.py:177 DEBUG [RNT934] Value unit_cost set as 2826.0
2020-08-11 13:46:25,586 charges_calc.py:163 DEBUG [RNT935] Value 'product_code' read as PRD97
2020-08-11 13:46:25,586 charges_calc.py:163 DEBUG [RNT935] Value 'rental_start' read as 3/2/18
2020-08-11 13:46:25,586 charges_calc.py:163 DEBUG [RNT935] Value 'rental_end' read as 2/21/18
2020-08-11 13:46:25,586 charges_calc.py:163 DEBUG [RNT935] Value 'price_per_day' read as 20
2020-08-11 13:46:25,601 charges_calc.py:163 DEBUG [RNT935] Value 'units_rented' read as 5
2020-08-11 13:46:25,601 charges_calc.py:177 DEBUG [RNT935] Value total_days set as -9
2020-08-11 13:46:25,601 charges_calc.py:177 DEBUG [RNT935] Value total_price set as -180.0
2020-08-11 13:46:25,601 charges_calc.py:175 WARNING [RNT935] Unabled to calculate total_sqrt. Using 0.0
2020-08-11 13:46:25,601 charges_calc.py:177 DEBUG [RNT935] Value total_sqrt set as 0.0
2020-08-11 13:46:25,601 charges_calc.py:177 DEBUG [RNT935] Value unit_cost set as -36.0
2020-08-11 13:46:25,601 charges_calc.py:163 DEBUG [RNT936] Value 'product_code' read as PRD82
2020-08-11 13:46:25,601 charges_calc.py:163 DEBUG [RNT936] Value 'rental_start' read as 9/30/16
2020-08-11 13:46:25,601 charges_calc.py:163 DEBUG [RNT936] Value 'rental_end' read as 3/11/17
2020-08-11 13:46:25,601 charges_calc.py:163 DEBUG [RNT936] Value 'price_per_day' read as 29
2020-08-11 13:46:25,601 charges_calc.py:163 DEBUG [RNT936] Value 'units_rented' read as 5
2020-08-11 13:46:25,601 charges_calc.py:177 DEBUG [RNT936] Value total_days set as 162
2020-08-11 13:46:25,601 charges_calc.py:177 DEBUG [RNT936] Value total_price set as 4698.0
2020-08-11 13:46:25,601 charges_calc.py:177 DEBUG [RNT936] Value total_sqrt set as 68.54195795277518
2020-08-11 13:46:25,601 charges_calc.py:177 DEBUG [RNT936] Value unit_cost set as 939.6
2020-08-11 13:46:25,601 charges_calc.py:163 DEBUG [RNT937] Value 'product_code' read as PRD57
2020-08-11 13:46:25,601 charges_calc.py:163 DEBUG [RNT937] Value 'rental_start' read as 3/27/17
2020-08-11 13:46:25,601 charges_calc.py:163 DEBUG [RNT937] Value 'rental_end' read as 3/14/17
2020-08-11 13:46:25,601 charges_calc.py:163 DEBUG [RNT937] Value 'price_per_day' read as 19
2020-08-11 13:46:25,601 charges_calc.py:163 DEBUG [RNT937] Value 'units_rented' read as 10
2020-08-11 13:46:25,601 charges_calc.py:177 DEBUG [RNT937] Value total_days set as -13
2020-08-11 13:46:25,601 charges_calc.py:177 DEBUG [RNT937] Value total_price set as -247.0
2020-08-11 13:46:25,601 charges_calc.py:175 WARNING [RNT937] Unabled to calculate total_sqrt. Using 0.0
2020-08-11 13:46:25,601 charges_calc.py:177 DEBUG [RNT937] Value total_sqrt set as 0.0
2020-08-11 13:46:25,601 charges_calc.py:177 DEBUG [RNT937] Value unit_cost set as -24.7
2020-08-11 13:46:25,601 charges_calc.py:163 DEBUG [RNT938] Value 'product_code' read as PRD6
2020-08-11 13:46:25,601 charges_calc.py:163 DEBUG [RNT938] Value 'rental_start' read as 6/30/17
2020-08-11 13:46:25,601 charges_calc.py:163 DEBUG [RNT938] Value 'rental_end' read as 8/7/16
2020-08-11 13:46:25,601 charges_calc.py:163 DEBUG [RNT938] Value 'price_per_day' read as 36
2020-08-11 13:46:25,601 charges_calc.py:163 DEBUG [RNT938] Value 'units_rented' read as 5
2020-08-11 13:46:25,601 charges_calc.py:177 DEBUG [RNT938] Value total_days set as -327
2020-08-11 13:46:25,601 charges_calc.py:177 DEBUG [RNT938] Value total_price set as -11772.0
2020-08-11 13:46:25,601 charges_calc.py:175 WARNING [RNT938] Unabled to calculate total_sqrt. Using 0.0
2020-08-11 13:46:25,601 charges_calc.py:177 DEBUG [RNT938] Value total_sqrt set as 0.0
2020-08-11 13:46:25,601 charges_calc.py:177 DEBUG [RNT938] Value unit_cost set as -2354.4
2020-08-11 13:46:25,601 charges_calc.py:163 DEBUG [RNT939] Value 'product_code' read as PRD94
2020-08-11 13:46:25,601 charges_calc.py:163 DEBUG [RNT939] Value 'rental_start' read as 12/10/17
2020-08-11 13:46:25,601 charges_calc.py:163 DEBUG [RNT939] Value 'rental_end' read as 3/23/16
2020-08-11 13:46:25,601 charges_calc.py:163 DEBUG [RNT939] Value 'price_per_day' read as 33
2020-08-11 13:46:25,601 charges_calc.py:163 DEBUG [RNT939] Value 'units_rented' read as 1
2020-08-11 13:46:25,601 charges_calc.py:177 DEBUG [RNT939] Value total_days set as -627
2020-08-11 13:46:25,601 charges_calc.py:177 DEBUG [RNT939] Value total_price set as -20691.0
2020-08-11 13:46:25,601 charges_calc.py:175 WARNING [RNT939] Unabled to calculate total_sqrt. Using 0.0
2020-08-11 13:46:25,601 charges_calc.py:177 DEBUG [RNT939] Value total_sqrt set as 0.0
2020-08-11 13:46:25,601 charges_calc.py:177 DEBUG [RNT939] Value unit_cost set as -20691.0
2020-08-11 13:46:25,601 charges_calc.py:163 DEBUG [RNT940] Value 'product_code' read as PRD2
2020-08-11 13:46:25,601 charges_calc.py:163 DEBUG [RNT940] Value 'rental_start' read as 10/23/16
2020-08-11 13:46:25,601 charges_calc.py:163 DEBUG [RNT940] Value 'rental_end' read as 10/15/16
2020-08-11 13:46:25,601 charges_calc.py:163 DEBUG [RNT940] Value 'price_per_day' read as 13
2020-08-11 13:46:25,601 charges_calc.py:163 DEBUG [RNT940] Value 'units_rented' read as 6
2020-08-11 13:46:25,617 charges_calc.py:177 DEBUG [RNT940] Value total_days set as -8
2020-08-11 13:46:25,617 charges_calc.py:177 DEBUG [RNT940] Value total_price set as -104.0
2020-08-11 13:46:25,617 charges_calc.py:175 WARNING [RNT940] Unabled to calculate total_sqrt. Using 0.0
2020-08-11 13:46:25,617 charges_calc.py:177 DEBUG [RNT940] Value total_sqrt set as 0.0
2020-08-11 13:46:25,617 charges_calc.py:177 DEBUG [RNT940] Value unit_cost set as -17.333333333333332
2020-08-11 13:46:25,617 charges_calc.py:163 DEBUG [RNT941] Value 'product_code' read as PRD85
2020-08-11 13:46:25,617 charges_calc.py:163 DEBUG [RNT941] Value 'rental_start' read as 8/25/16
2020-08-11 13:46:25,617 charges_calc.py:163 DEBUG [RNT941] Value 'rental_end' read as 3/27/17
2020-08-11 13:46:25,617 charges_calc.py:163 DEBUG [RNT941] Value 'price_per_day' read as 40
2020-08-11 13:46:25,617 charges_calc.py:163 DEBUG [RNT941] Value 'units_rented' read as 8
2020-08-11 13:46:25,617 charges_calc.py:177 DEBUG [RNT941] Value total_days set as 214
2020-08-11 13:46:25,617 charges_calc.py:177 DEBUG [RNT941] Value total_price set as 8560.0
2020-08-11 13:46:25,617 charges_calc.py:177 DEBUG [RNT941] Value total_sqrt set as 92.52026804976302
2020-08-11 13:46:25,617 charges_calc.py:177 DEBUG [RNT941] Value unit_cost set as 1070.0
2020-08-11 13:46:25,617 charges_calc.py:163 DEBUG [RNT942] Value 'product_code' read as PRD29
2020-08-11 13:46:25,617 charges_calc.py:163 DEBUG [RNT942] Value 'rental_start' read as 4/7/17
2020-08-11 13:46:25,617 charges_calc.py:163 DEBUG [RNT942] Value 'rental_end' read as 2/21/17
2020-08-11 13:46:25,617 charges_calc.py:163 DEBUG [RNT942] Value 'price_per_day' read as 35
2020-08-11 13:46:25,617 charges_calc.py:163 DEBUG [RNT942] Value 'units_rented' read as 3
2020-08-11 13:46:25,617 charges_calc.py:177 DEBUG [RNT942] Value total_days set as -45
2020-08-11 13:46:25,617 charges_calc.py:177 DEBUG [RNT942] Value total_price set as -1575.0
2020-08-11 13:46:25,617 charges_calc.py:175 WARNING [RNT942] Unabled to calculate total_sqrt. Using 0.0
2020-08-11 13:46:25,617 charges_calc.py:177 DEBUG [RNT942] Value total_sqrt set as 0.0
2020-08-11 13:46:25,617 charges_calc.py:177 DEBUG [RNT942] Value unit_cost set as -525.0
2020-08-11 13:46:25,617 charges_calc.py:163 DEBUG [RNT943] Value 'product_code' read as PRD78
2020-08-11 13:46:25,617 charges_calc.py:163 DEBUG [RNT943] Value 'rental_start' read as 7/19/17
2020-08-11 13:46:25,617 charges_calc.py:163 DEBUG [RNT943] Value 'rental_end' read as 2/10/16
2020-08-11 13:46:25,617 charges_calc.py:163 DEBUG [RNT943] Value 'price_per_day' read as 35
2020-08-11 13:46:25,617 charges_calc.py:163 DEBUG [RNT943] Value 'units_rented' read as 1
2020-08-11 13:46:25,617 charges_calc.py:177 DEBUG [RNT943] Value total_days set as -525
2020-08-11 13:46:25,617 charges_calc.py:177 DEBUG [RNT943] Value total_price set as -18375.0
2020-08-11 13:46:25,632 charges_calc.py:175 WARNING [RNT943] Unabled to calculate total_sqrt. Using 0.0
2020-08-11 13:46:25,632 charges_calc.py:177 DEBUG [RNT943] Value total_sqrt set as 0.0
2020-08-11 13:46:25,632 charges_calc.py:177 DEBUG [RNT943] Value unit_cost set as -18375.0
2020-08-11 13:46:25,632 charges_calc.py:163 DEBUG [RNT944] Value 'product_code' read as PRD26
2020-08-11 13:46:25,632 charges_calc.py:163 DEBUG [RNT944] Value 'rental_start' read as 7/19/18
2020-08-11 13:46:25,632 charges_calc.py:163 DEBUG [RNT944] Value 'rental_end' read as 7/22/17
2020-08-11 13:46:25,632 charges_calc.py:163 DEBUG [RNT944] Value 'price_per_day' read as 18
2020-08-11 13:46:25,632 charges_calc.py:163 DEBUG [RNT944] Value 'units_rented' read as 9
2020-08-11 13:46:25,632 charges_calc.py:177 DEBUG [RNT944] Value total_days set as -362
2020-08-11 13:46:25,632 charges_calc.py:177 DEBUG [RNT944] Value total_price set as -6516.0
2020-08-11 13:46:25,632 charges_calc.py:175 WARNING [RNT944] Unabled to calculate total_sqrt. Using 0.0
2020-08-11 13:46:25,632 charges_calc.py:177 DEBUG [RNT944] Value total_sqrt set as 0.0
2020-08-11 13:46:25,632 charges_calc.py:177 DEBUG [RNT944] Value unit_cost set as -724.0
2020-08-11 13:46:25,632 charges_calc.py:163 DEBUG [RNT945] Value 'product_code' read as PRD94
2020-08-11 13:46:25,632 charges_calc.py:163 DEBUG [RNT945] Value 'rental_start' read as 9/30/16
2020-08-11 13:46:25,632 charges_calc.py:163 DEBUG [RNT945] Value 'rental_end' read as 11/10/16
2020-08-11 13:46:25,632 charges_calc.py:163 DEBUG [RNT945] Value 'price_per_day' read as 28
2020-08-11 13:46:25,632 charges_calc.py:163 DEBUG [RNT945] Value 'units_rented' read as 5
2020-08-11 13:46:25,639 charges_calc.py:177 DEBUG [RNT945] Value total_days set as 41
2020-08-11 13:46:25,639 charges_calc.py:177 DEBUG [RNT945] Value total_price set as 1148.0
2020-08-11 13:46:25,639 charges_calc.py:177 DEBUG [RNT945] Value total_sqrt set as 33.88214869219483
2020-08-11 13:46:25,639 charges_calc.py:177 DEBUG [RNT945] Value unit_cost set as 229.6
2020-08-11 13:46:25,639 charges_calc.py:163 DEBUG [RNT946] Value 'product_code' read as PRD81
2020-08-11 13:46:25,639 charges_calc.py:163 DEBUG [RNT946] Value 'rental_start' read as 11/12/17
2020-08-11 13:46:25,639 charges_calc.py:163 DEBUG [RNT946] Value 'rental_end' read as 8/19/17
2020-08-11 13:46:25,639 charges_calc.py:163 DEBUG [RNT946] Value 'price_per_day' read as 39
2020-08-11 13:46:25,639 charges_calc.py:163 DEBUG [RNT946] Value 'units_rented' read as 4
2020-08-11 13:46:25,639 charges_calc.py:177 DEBUG [RNT946] Value total_days set as -85
2020-08-11 13:46:25,639 charges_calc.py:177 DEBUG [RNT946] Value total_price set as -3315.0
2020-08-11 13:46:25,639 charges_calc.py:175 WARNING [RNT946] Unabled to calculate total_sqrt. Using 0.0
2020-08-11 13:46:25,639 charges_calc.py:177 DEBUG [RNT946] Value total_sqrt set as 0.0
2020-08-11 13:46:25,639 charges_calc.py:177 DEBUG [RNT946] Value unit_cost set as -828.75
2020-08-11 13:46:25,639 charges_calc.py:163 DEBUG [RNT947] Value 'product_code' read as PRD72
2020-08-11 13:46:25,639 charges_calc.py:163 DEBUG [RNT947] Value 'rental_start' read as 11/26/16
2020-08-11 13:46:25,639 charges_calc.py:163 DEBUG [RNT947] Value 'rental_end' read as 9/11/16
2020-08-11 13:46:25,639 charges_calc.py:163 DEBUG [RNT947] Value 'price_per_day' read as 8
2020-08-11 13:46:25,639 charges_calc.py:163 DEBUG [RNT947] Value 'units_rented' read as 4
2020-08-11 13:46:25,639 charges_calc.py:177 DEBUG [RNT947] Value total_days set as -76
2020-08-11 13:46:25,639 charges_calc.py:177 DEBUG [RNT947] Value total_price set as -608.0
2020-08-11 13:46:25,639 charges_calc.py:175 WARNING [RNT947] Unabled to calculate total_sqrt. Using 0.0
2020-08-11 13:46:25,639 charges_calc.py:177 DEBUG [RNT947] Value total_sqrt set as 0.0
2020-08-11 13:46:25,639 charges_calc.py:177 DEBUG [RNT947] Value unit_cost set as -152.0
2020-08-11 13:46:25,639 charges_calc.py:163 DEBUG [RNT948] Value 'product_code' read as PRD90
2020-08-11 13:46:25,639 charges_calc.py:163 DEBUG [RNT948] Value 'rental_start' read as 11/30/18
2020-08-11 13:46:25,639 charges_calc.py:163 DEBUG [RNT948] Value 'rental_end' read as 5/9/17
2020-08-11 13:46:25,639 charges_calc.py:163 DEBUG [RNT948] Value 'price_per_day' read as 7
2020-08-11 13:46:25,639 charges_calc.py:163 DEBUG [RNT948] Value 'units_rented' read as 8
2020-08-11 13:46:25,639 charges_calc.py:177 DEBUG [RNT948] Value total_days set as -570
2020-08-11 13:46:25,639 charges_calc.py:177 DEBUG [RNT948] Value total_price set as -3990.0
2020-08-11 13:46:25,639 charges_calc.py:175 WARNING [RNT948] Unabled to calculate total_sqrt. Using 0.0
2020-08-11 13:46:25,639 charges_calc.py:177 DEBUG [RNT948] Value total_sqrt set as 0.0
2020-08-11 13:46:25,639 charges_calc.py:177 DEBUG [RNT948] Value unit_cost set as -498.75
2020-08-11 13:46:25,639 charges_calc.py:163 DEBUG [RNT949] Value 'product_code' read as PRD50
2020-08-11 13:46:25,639 charges_calc.py:163 DEBUG [RNT949] Value 'rental_start' read as 8/30/16
2020-08-11 13:46:25,639 charges_calc.py:163 DEBUG [RNT949] Value 'rental_end' read as 1/19/16
2020-08-11 13:46:25,639 charges_calc.py:163 DEBUG [RNT949] Value 'price_per_day' read as 21
2020-08-11 13:46:25,639 charges_calc.py:163 DEBUG [RNT949] Value 'units_rented' read as 4
2020-08-11 13:46:25,639 charges_calc.py:177 DEBUG [RNT949] Value total_days set as -224
2020-08-11 13:46:25,639 charges_calc.py:177 DEBUG [RNT949] Value total_price set as -4704.0
2020-08-11 13:46:25,639 charges_calc.py:175 WARNING [RNT949] Unabled to calculate total_sqrt. Using 0.0
2020-08-11 13:46:25,639 charges_calc.py:177 DEBUG [RNT949] Value total_sqrt set as 0.0
2020-08-11 13:46:25,639 charges_calc.py:177 DEBUG [RNT949] Value unit_cost set as -1176.0
2020-08-11 13:46:25,639 charges_calc.py:163 DEBUG [RNT950] Value 'product_code' read as PRD64
2020-08-11 13:46:25,639 charges_calc.py:163 DEBUG [RNT950] Value 'rental_start' read as 7/25/17
2020-08-11 13:46:25,639 charges_calc.py:163 DEBUG [RNT950] Value 'rental_end' read as 10/6/18
2020-08-11 13:46:25,639 charges_calc.py:163 DEBUG [RNT950] Value 'price_per_day' read as 11
2020-08-11 13:46:25,639 charges_calc.py:163 DEBUG [RNT950] Value 'units_rented' read as 3
2020-08-11 13:46:25,639 charges_calc.py:177 DEBUG [RNT950] Value total_days set as 438
2020-08-11 13:46:25,639 charges_calc.py:177 DEBUG [RNT950] Value total_price set as 4818.0
2020-08-11 13:46:25,639 charges_calc.py:177 DEBUG [RNT950] Value total_sqrt set as 69.4118145563131
2020-08-11 13:46:25,639 charges_calc.py:177 DEBUG [RNT950] Value unit_cost set as 1606.0
2020-08-11 13:46:25,639 charges_calc.py:163 DEBUG [RNT951] Value 'product_code' read as PRD99
2020-08-11 13:46:25,639 charges_calc.py:163 DEBUG [RNT951] Value 'rental_start' read as 8/27/18
2020-08-11 13:46:25,655 charges_calc.py:163 DEBUG [RNT951] Value 'rental_end' read as 12/16/16
2020-08-11 13:46:25,655 charges_calc.py:163 DEBUG [RNT951] Value 'price_per_day' read as 5
2020-08-11 13:46:25,655 charges_calc.py:163 DEBUG [RNT951] Value 'units_rented' read as 2
2020-08-11 13:46:25,655 charges_calc.py:177 DEBUG [RNT951] Value total_days set as -619
2020-08-11 13:46:25,655 charges_calc.py:177 DEBUG [RNT951] Value total_price set as -3095.0
2020-08-11 13:46:25,655 charges_calc.py:175 WARNING [RNT951] Unabled to calculate total_sqrt. Using 0.0
2020-08-11 13:46:25,655 charges_calc.py:177 DEBUG [RNT951] Value total_sqrt set as 0.0
2020-08-11 13:46:25,655 charges_calc.py:177 DEBUG [RNT951] Value unit_cost set as -1547.5
